frame,gtoid,oid_1,oid_2,x,y,z,dt1,dt2,dt3,gtx,gty,gtz,ee
81511.0,2,2.0,2.0,-0.1269588,4.0891714,1.6754318,0.0012563239722567232,0.001141132968086822,-1,-0.1269590116,4.08917193,1.67543212,6.235499320032868e-07
81512.0,1,1.0,1.0,1.5111417,4.3473887,1.6993772,0.12171802594497194,0.10537054832951753,-1,1.511141696,4.347389456,1.699377352,7.333316098077152e-07
81512.0,0,0.0,0.0,-0.2889428,4.0265555,1.6894704,0.006290015482363742,0.005857502557944372,-1,-0.2889428688999999,4.026555911,1.6894708059999999,5.464118142615903e-07
81512.0,2,2.0,2.0,-0.12693872,4.089146,1.6753925,0.0008347680395104362,0.0007573233827997683,-1,-0.1269388126,4.089146308,1.675392547,2.001374060825096e-07
81513.0,0,0.0,0.0,-0.28888795,4.0264163,1.6895225,0.006357044548678914,0.005917528678480721,-1,-0.2888878752,4.0264168840000005,1.689522636,6.012683845315642e-07
81513.0,2,2.0,2.0,-0.12699464,4.089165,1.6753547,0.0005540560389363236,0.0005229442308518628,-1,-0.1269948812,4.089166046,1.6753551050000002,9.512679860933091e-07
81513.0,1,1.0,1.0,1.5113374,4.3472476,1.6992474,0.12019160076044955,0.1040399691215157,0.18127021577305208,1.511337587,4.347248017,1.6992474780000002,4.716552857607885e-07
81514.0,2,2.0,2.0,-0.12605038,4.088971,1.6766268,0.011554555696875468,0.010516507491558968,0.16299729016261516,-0.1260504646,4.0889717690000005,1.676626787,6.364377519274265e-07
81514.0,0,0.0,0.0,-0.2887736,4.0263443,1.6893909,0.007072261414123204,0.006583326233339903,0.16167185649824498,-0.2887738759,4.02634542,1.6893914739999998,1.290805311214136e-06
81514.0,1,1.0,1.0,1.5113795,4.3471184,1.6992491,0.12077978969125525,0.10454741082151031,0.18131771505617647,1.511379438,4.347119304,1.6992496620000002,1.0600330053661823e-06
81515.0,0,0.0,0.0,-0.28886592,4.026533,1.6894366,0.006474050197539327,0.006032946942752915,0.16151063139929644,-0.2888661826000001,4.026534106,1.689437062,1.1326290667033225e-06
81515.0,1,1.0,1.0,1.5114189,4.347007,1.699207,0.12054575356353325,0.10435317859565885,0.18134960328396116,1.5114189550000001,4.3470070210000005,1.6992065930000002,4.1989801117355814e-07
81515.0,2,2.0,2.0,-0.12694255,4.089029,1.6754974,0.0015635313600910195,0.0014214473932270266,0.16332800543348897,-0.1269425864,4.089029139,1.6754975470000002,3.346290925968462e-07
81516.0,2,2.0,2.0,-0.12688276,4.089085,1.6753756,0.0004907938537144219,0.0004434931157106803,0.16344012978296646,-0.1268827181,4.089084548,1.675374972,8.243366595970021e-07
81516.0,1,1.0,1.0,1.5114775,4.346918,1.6991897,0.12064787141724764,0.1044339258241962,0.181332504505764,1.511477427,4.346918117,1.699189363,3.032534621386422e-07
81516.0,0,0.0,0.0,-0.28895062,4.0266037,1.6895616,0.005828150506204111,0.005416624617339494,0.16135718008406258,-0.28895049289999997,4.026604334000001,1.689561602,6.482802104402533e-07
81517.0,0,0.0,0.0,-0.28881526,4.0264597,1.6894894,0.006406933633115841,0.005954254207210852,0.16158505439212,-0.2888152547,4.026459505,1.689489288,2.039243091190908e-07
81517.0,2,2.0,2.0,-0.12685598,4.0890603,1.6753693,0.0003712291024839942,0.000336475308131412,0.1634061977851983,-0.12685594209999998,4.089059802,1.675368752,7.191403590260799e-07
81517.0,1,1.0,1.0,1.5115057,4.3468604,1.6991786,0.12070397224232465,0.10448910022711289,0.18129143377902854,1.5115058220000002,4.346860604000001,1.699178438,2.590068699123432e-07
81518.0,2,2.0,2.0,-0.12683888,4.0890903,1.6753044,0.00018151515342879065,0.00017414491378531238,0.16335551193534203,-0.1268389343,4.089090632,1.675304502,3.036470343345264e-07
81518.0,1,1.0,1.0,1.5119799,4.346675,1.6995194,0.12739416542956405,0.11028017965577419,0.181117989693625,1.511980033,4.346675409,1.6995195829999998,5.330267203682158e-07
81518.0,0,0.0,0.0,-0.28875995,4.0263515,1.6894202,0.006928632245603694,0.00644345018798731,0.1617997239567233,-0.28876025289999996,4.026352495,1.689420693,1.1842607423982352e-06
81519.0,1,1.0,1.0,1.5120078,4.346632,1.6994873,0.12703889700247828,0.10998116546852543,0.18105558657717272,1.512007709,4.346631931,1.699487138,2.384490143269891e-07
81519.0,2,2.0,2.0,-0.12682262,4.0890636,1.6752754,0.0005189847883002585,0.0004757674313964344,0.16333777299998506,-0.126822799,4.089064372,1.6752762049999999,1.0671587613460902e-06
81519.0,0,0.0,0.0,-0.28884196,4.026436,1.6895071,0.006379670850208186,0.0059321889609691425,0.1617140074628242,-0.2888419879,4.026436062,1.689506919,2.964661858396994e-07
81520.0,0,0.0,0.0,-0.2888055,4.0263586,1.6894479,0.006772224142991945,0.0063191676434257715,0.16176808627828568,-0.28880591650000004,4.026359702000001,1.6894482079999997,1.2140522320840916e-06
81520.0,2,2.0,2.0,-0.12679222,4.089007,1.6752623,0.0008399317084126778,0.0007622115422236675,0.1633538811907214,-0.1267923024,4.08900718,1.6752626949999998,4.6494952084191046e-07
81520.0,1,1.0,1.0,1.5120639,4.3466153,1.6994876,0.1271417689671921,0.1100625575329559,0.18104096572858702,1.512063817,4.346616343,1.6994879109999999,1.0854235748152963e-06
81521.0,1,1.0,1.0,1.5114772,4.3468075,1.6990293,0.11844957898176744,0.10253316451814953,0.1812015907413184,1.511477303,4.34680802,1.699029453,5.592983021625293e-07
81521.0,0,0.0,0.0,-0.2888477,4.0265365,1.6894569,0.006378693694784943,0.005932281843513465,0.16158716911903226,-0.2888479794,4.026537495000001,1.6894575440000001,1.223439420399478e-06
81521.0,2,2.0,2.0,-0.1258972,4.0888505,1.6764994,0.009983883911957037,0.009089083402557208,0.1630118252646012,-0.12589726140000002,4.088851001,1.676499714,6.14237850111115e-07
81522.0,0,0.0,0.0,-0.2888276,4.026412,1.6895149,0.006392009346939176,0.00594624157514545,0.16155162833341324,-0.28882778719999996,4.026412267,1.689515148,4.1954123746065336e-07
81522.0,1,1.0,1.0,1.5116897,4.3466897,1.699002,0.11856056879048538,0.1026213077917646,0.18126834920949272,1.511689738,4.346689576,1.6990016420000003,4.121884034802132e-07
81522.0,2,2.0,2.0,-0.12680548,4.0888658,1.675395,0.00010088245949191332,9.016137767048349e-05,0.16332451411558133,-0.1268053781,4.088865836,1.675394781,2.661500233262464e-07
81523.0,0,0.0,0.0,-0.2888786,4.026467,1.6895225,0.006257216601113669,0.005817497602606636,0.16155630294394555,-0.28887877819999996,4.0264684630000005,1.689523143,1.7481251736661742e-06
81523.0,1,1.0,1.0,1.5117311,4.3466763,1.6989986,0.11860468141264846,0.10265680258657994,0.18123592460515514,1.511731255,4.346676641,1.6989985699999999,3.1046741260089204e-07
81523.0,2,2.0,2.0,-0.1267926,4.0889716,1.6752836,0.0007259012670601805,0.0006631746511516212,0.16334769725383336,-0.12679288019999999,4.088972049,1.675283639,5.269360149294498e-07
81524.0,2,2.0,2.0,-0.12678733,4.0889716,1.6752106,0.0014156704304468803,0.0012893107699483153,0.16327917050156984,-0.12678741770000002,4.088972138,1.675210716,5.433234859122723e-07
81524.0,1,1.0,1.0,1.5117595,4.3466496,1.6989969,0.11867850281765868,0.10273798516385568,0.1812092797287057,1.511759584,4.346650675,1.698996963,1.032090384610523e-06
81524.0,0,0.0,0.0,-0.28890306,4.0265403,1.6895847,0.005837150256240875,0.005432464465854991,0.1614535823590699,-0.2889033702,4.0265406079999995,1.6895850309999998,5.432195968222826e-07
81525.0,0,0.0,0.0,-0.28923175,4.0265884,1.6895266,0.006057842567543048,0.0056375253541887105,0.1613908211290842,-0.2892317165,4.026588261,1.6895265379999997,1.826774424406242e-07
81525.0,2,2.0,2.0,-0.12588951,4.0888925,1.6764841,0.009921104381419354,0.009048747355336673,0.16292803907914669,-0.1258894697,4.088893053,1.6764842260000001,6.060957656899614e-07
81525.0,1,1.0,1.0,1.5117978,4.3466263,1.6990066,0.11894310386605866,0.10296910507815937,0.18118163889033456,1.5117975449999999,4.346626854,1.699006753,6.50908941746619e-07
81526.0,0,0.0,0.0,-0.28890347,4.0263615,1.6895078,0.006550089819199911,0.006086536019552113,0.1616924017817833,-0.2889035623,4.026362049,1.689507919,5.950629164150916e-07
81526.0,1,1.0,1.0,1.5117965,4.3466005,1.6990129,0.11913735653126878,0.10312829910765231,0.18116351463684524,1.511796581,4.346600974,1.699013005,4.722300147445193e-07
81526.0,2,2.0,2.0,-0.12679425,4.088846,1.675318,0.0006576473544441797,0.0005976620344654293,0.163339571052769,-0.1267942495,4.0888473020000005,1.6753182999999998,1.1349651764648763e-06
81527.0,0,0.0,0.0,-0.28894347,4.026414,1.6895534,0.006248554330170464,0.005794636282303145,0.16173621757295065,-0.2889434414,4.026413401,1.6895527510000001,8.144095078268081e-07
81527.0,2,2.0,2.0,-0.12676646,4.088939,1.6752297,0.001309150989925456,0.0011888431479292194,0.16342841868059135,-0.126766592,4.088939151,1.6752295959999999,1.571691683740666e-07
81527.0,1,1.0,1.0,1.5118102,4.3465776,1.6990281,0.11952342628853785,0.10346556636113746,0.18113652714089162,1.511810248,4.346579143,1.699028999,1.7313985453103668e-06
81528.0,1,1.0,1.0,1.5117902,4.34654,1.6990659,0.12029025409930227,0.10413220581955329,0.181120778419704,1.511790319,4.34654149,1.699066545,1.6462341124223688e-06
81528.0,0,0.0,0.0,-0.2889443,4.026433,1.6895849,0.006058328292795068,0.005646425539680422,0.16166626566138445,-0.2889444502,4.026433668,1.689585262,8.052155806027608e-07
81528.0,2,2.0,2.0,-0.1267806,4.0889635,1.6751504,0.002008334430229297,0.0018343485846799013,0.16334749800747028,-0.1267806693,4.088964134,1.6751505320000002,6.441527393948366e-07
81529.0,2,2.0,2.0,-0.12676851,4.088949,1.6750741,0.002738727042356004,0.002500783924801908,0.1633430640788296,-0.1267686263,4.0889498,1.675074249,6.247981832150735e-07
81529.0,0,0.0,0.0,-0.28897393,4.0264015,1.6896355,0.00592492558956792,0.005511550287451428,0.16163238861915116,-0.28897392180000003,4.026401577000001,1.6896351530000002,3.6674976215167163e-07
81529.0,1,1.0,1.0,1.5117944,4.346521,1.6991106,0.12111318210935451,0.10483019497047508,0.18111857060970632,1.5117946060000003,4.346521075,1.69911042,3.135099804658688e-07
81530.0,2,2.0,2.0,-0.12676036,4.088943,1.6750878,0.002681274826727531,0.0024478701731709407,0.16329731932396774,-0.1267604795,4.088942906000001,1.6750874260000002,4.126519419091951e-07
81530.0,0,0.0,0.0,-0.28892034,4.026365,1.6895238,0.006498176849731863,0.0060437850623884515,0.16170854153887604,-0.2889202983,4.026364774,1.689523763,7.530603516365e-08
81530.0,1,1.0,1.0,1.5117549,4.3464885,1.6991217,0.12139869487680244,0.10507845630246493,0.18115485790554606,1.511754761,4.346489168,1.6991218170000002,7.083760808461122e-07
81531.0,0,0.0,0.0,-0.28893462,4.0263457,1.6895301,0.006530486510598621,0.006068657523940146,0.1616845481039738,-0.28893471789999997,4.026346451,1.689530482,8.068373569129207e-07
81531.0,1,1.0,1.0,1.5117003,4.3464413,1.6991217,0.12160014006929032,0.10525389183351308,0.1812372656137872,1.511700377,4.3464429209999995,1.699122395,1.7901192148594278e-06
81531.0,2,2.0,2.0,-0.12650202,4.0896277,1.674947,0.002530315190199417,0.0023037771526333017,0.16265539827983283,-0.1265022885,4.089628373,1.674947392,7.771802237555736e-07
81532.0,0,0.0,0.0,-0.28893423,4.0263286,1.6895702,0.006362152500571483,0.005902186807077214,0.16165074625654435,-0.28893439460000003,4.026328987,1.6895702479999999,4.5777480906608247e-07
81532.0,2,2.0,2.0,-0.12671669,4.0892315,1.6746596,0.006115630587999021,0.005567400088978047,0.16315099462639132,-0.1267167171,4.089231917,1.674659826,4.7851428632937e-07
81532.0,1,1.0,1.0,1.5121181,4.3463373,1.6995549,0.129403923508562,0.11202669785058106,0.18103390447860943,1.512118229,4.346337825,1.6995549140000001,5.2250796499746e-07
81533.0,2,2.0,2.0,-0.12679379,4.0892205,1.6745871,0.006771969981855364,0.006154871112528326,0.1633880212374675,-0.1267937416,4.089220484,1.674586884,2.538159943893009e-07
81533.0,1,1.0,1.0,1.5117211,4.346372,1.699247,0.12395528081572138,0.10730247638559831,0.18118753727249098,1.511721049,4.3463721070000005,1.699246728,2.882434266061419e-07
81533.0,0,0.0,0.0,-0.2890073,4.026358,1.6896421,0.005993936765548824,0.005578473721527644,0.16153386182319798,-0.28900735130000005,4.0263588829999994,1.689642506,8.725119293665355e-07
81534.0,1,1.0,1.0,1.5120429,4.346273,1.6995763,0.13003120577087657,0.1125705665804162,0.18111459757646925,1.512043008,4.346273758000001,1.6995770309999998,1.1283577959028892e-06
81534.0,2,2.0,2.0,-0.12678877,4.089228,1.6745844,0.006782892159492349,0.006162599716162731,0.16335142648894707,-0.126788899,4.089228112,1.674584202,2.3339572137729913e-07
81534.0,0,0.0,0.0,-0.28905135,4.0263777,1.6896747,0.005807581090778058,0.0054056352781231,0.16146353155236484,-0.2890515323999999,4.026378594,1.6896752449999999,1.0635260023792786e-06
81535.0,0,0.0,0.0,-0.28902715,4.0263314,1.6896331,0.006132428254602473,0.005699840373949883,0.1615483780615439,-0.28902725239999993,4.026331553,1.689633177,1.6782750443284303e-07
81535.0,2,2.0,2.0,-0.12677272,4.089262,1.6746173,0.006412954140103011,0.005828435522005293,0.16325433532718853,-0.12677262,4.0892618370000005,1.674617209,2.1319205886471224e-07
81535.0,1,1.0,1.0,1.5116743,4.346348,1.6992877,0.1246976284035668,0.10793626625297748,0.18122146759832578,1.511674291,4.346347732,1.699287552,1.2702620773052274e-07
81536.0,0,0.0,0.0,-0.2890005,4.0263014,1.6896358,0.006150605676111809,0.00572651047968975,0.16163982245803268,-0.2890006564,4.026301649,1.6896357039999998,3.062596347925783e-07
81536.0,2,2.0,2.0,-0.12683149,4.089286,1.6745611,0.006858039933320015,0.006254794191875135,0.1633114996347727,-0.1268316226,4.089285845,1.674561027,1.7861745721102233e-07
81536.0,1,1.0,1.0,1.5119795,4.3462625,1.6996071,0.13053324186932969,0.1130025856600696,0.1811194226710754,1.511979531,4.346263556,1.6996076449999997,1.2159066567823822e-06
81537.0,1,1.0,1.0,1.5118858,4.3460956,1.6996835,0.1324069779528827,0.11461928173793012,0.18122956439248009,1.51188582,4.346096091,1.6996835829999997,5.333803502440994e-07
81537.0,2,2.0,2.0,-0.12682264,4.0892596,1.674573,0.006790015654928538,0.006158589854862839,0.16330886790760116,-0.126822506,4.089259752,1.674572721,2.8819226535307557e-07
81537.0,0,0.0,0.0,-0.28899795,4.0263104,1.6896027,0.006251688126837962,0.0058297612528122045,0.1616243633713437,-0.2889980769,4.0263113950000005,1.6896033289999999,1.1299679363929665e-06
81538.0,0,0.0,0.0,-0.28895944,4.026291,1.6895505,0.00654509271345205,0.006085274010899866,0.16165011218132025,-0.2889596728,4.026291507,1.689550881,7.482736631671777e-07
81538.0,2,2.0,2.0,-0.12693067,4.0892277,1.6744922,0.007571068014783577,0.006880882957261747,0.16334977423115513,-0.1269308551,4.0892284629999995,1.67449275,9.557998939469877e-07
81538.0,1,1.0,1.0,1.511445,4.3463674,1.6991512,0.12224410956895326,0.10581174777661317,0.1813365272173606,1.511445016,4.346368449000001,1.699151809,1.2696395354521384e-06
81539.0,1,1.0,1.0,1.511434,4.346417,1.6991918,0.12270398453853204,0.10621120305432896,0.18123754852072574,1.511433925,4.346417332,1.69919184,3.845616535446513e-07
81539.0,2,2.0,2.0,-0.12692875,4.0892286,1.67452,0.007326041866349442,0.006671573559003718,0.16330583645633087,-0.1269286541,4.089227968,1.674519486,8.529394578687433e-07
81539.0,0,0.0,0.0,-0.2889403,4.0264025,1.6895477,0.006319714465064408,0.005875438677946931,0.1615469210902073,-0.2889404599,4.026403015,1.689548027,6.72152684156172e-07
81540.0,2,2.0,2.0,-0.12682901,4.089266,1.674604,0.006496866890074671,0.005909729643292394,0.16316811747850662,-0.1268291782,4.0892660759999995,1.674604292,3.8167023835048304e-07
81540.0,0,0.0,0.0,-0.2889887,4.026087,1.6893505,0.007863746537566385,0.007314841327797694,0.16189571797566418,-0.2889887918,4.0260877289999994,1.689351008,1.062588297423386e-06
81540.0,1,1.0,1.0,1.5114255,4.346432,1.6992365,0.12335559187357603,0.10678207416680152,0.18114280955514,1.5114255330000002,4.346432391,1.699236114,4.394337118794298e-07
81541.0,1,1.0,1.0,1.5114398,4.346439,1.6992669,0.12387892707414494,0.10722402338393522,0.18108587228330586,1.511439652,4.346439346,1.699267186,5.573312457681778e-07
81541.0,2,2.0,2.0,-0.12694553,4.0892367,1.6745173,0.0073069402413921125,0.006653689902350379,0.16315149912916493,-0.126945483,4.089236756,1.674517255,5.043733129959469e-08
81541.0,0,0.0,0.0,-0.28902575,4.026127,1.6894152,0.007513987672837175,0.006991408208193661,0.16184848154523862,-0.289025739,4.026126319,1.6894148560000002,6.515543650330112e-07
81542.0,1,1.0,1.0,1.51142,4.3464394,1.6992751,0.12399294231425984,0.1073282444256165,0.1810587070260368,1.511419919,4.346440261,1.699275659,1.0445408517934024e-06
81542.0,2,2.0,2.0,-0.12698202,4.089229,1.6745372,0.0071411665425671345,0.006495849268674192,0.16326594541491224,-0.1269820667,4.089229351,1.6745374,3.3092060910700264e-07
81542.0,0,0.0,0.0,-0.2889139,4.026326,1.6893923,0.007136164827045377,0.006641793686924302,0.16153145604216992,-0.2889138251,4.026326291,1.689391973,3.809542696286264e-07
81543.0,0,0.0,0.0,-0.28896368,4.0262938,1.6894152,0.0071277461508998385,0.00661661350528675,0.16145205885734226,-0.2889637027,4.026294157,1.6894154000000001,4.4314304006931445e-07
81543.0,1,1.0,1.0,1.5114037,4.3464117,1.6992927,0.12437027283056068,0.10766415405731777,0.18111977410896285,1.511403499,4.346411748,1.699292716,1.9420715449019757e-07
81543.0,2,2.0,2.0,-0.12685235,4.08926,1.6746169,0.006371419047979998,0.005784639705211703,0.1632030828761764,-0.1268524223,4.089260644,1.674617192,6.058931827658771e-07
81544.0,1,1.0,1.0,1.5113783,4.346393,1.6993256,0.1249763974165603,0.10818874085350672,0.18112943740684637,1.5113782199999999,4.3463932640000005,1.699325186,4.121891056560493e-07
81544.0,2,2.0,2.0,-0.12683584,4.0892615,1.6746047,0.00647858428425252,0.005892512491129764,0.16319304396973805,-0.126835813,4.089261273,1.674604296,4.4272280481384354e-07
81544.0,0,0.0,0.0,-0.2890228,4.0263824,1.6895136,0.006528265866791116,0.006068352203328686,0.1613413200357761,-0.28902297200000004,4.0263833920000005,1.689514166,1.1336218321968223e-06
81545.0,2,2.0,2.0,-0.1268034,4.0892544,1.6746465,0.006102598583595409,0.005545857413210342,0.16319716882025492,-0.1268035702,4.089254607,1.674646346,3.2279954161947133e-07
81545.0,0,0.0,0.0,-0.28900212,4.0261216,1.689311,0.007992468412396647,0.00742561127577801,0.1616861896041214,-0.2890022331,4.026121466,1.6893108309999998,2.7186746072206325e-07
81545.0,1,1.0,1.0,1.5113627,4.3463736,1.6993799,0.12595076548541329,0.10902548024830594,0.18115721796297865,1.51136257,4.346373278,1.699379427,5.76883608934143e-07
81546.0,0,0.0,0.0,-0.28900224,4.0262675,1.6894716,0.006928103575205569,0.006443792784750713,0.16156668116874762,-0.2890022034,4.026268047,1.6894714800000001,5.339630835302642e-07
81546.0,2,2.0,2.0,-0.12563694,4.089222,1.6760213,0.006199062537916689,0.005643742501661109,0.16276997873789642,-0.1256368163,4.089221744,1.676020967,4.4234337584695104e-07
81546.0,1,1.0,1.0,1.5117604,4.3462396,1.6998007,0.1337168919855003,0.1157560175528829,0.18099964212708056,1.511760516,4.346240116,1.699800925,6.049542853852405e-07
81547.0,0,0.0,0.0,-0.28905967,4.0263457,1.6895494,0.00646435890024577,0.006026751056310786,0.16138925597869325,-0.2890598716,4.026346005,1.689549639,3.925098896688535e-07
81547.0,2,2.0,2.0,-0.12680711,4.089068,1.674818,0.004928853234332564,0.004477343403493705,0.16334886232184578,-0.1268073656,4.089068699,1.67481838,8.744518683718291e-07
81547.0,1,1.0,1.0,1.5116534,4.3460937,1.6998893,0.13573971505434201,0.1175144333165008,0.18116010128263332,1.511653495,4.346094373,1.699890064,1.0494992660950891e-06
81548.0,1,1.0,1.0,1.5117061,4.3463416,1.6999305,0.13547434023115557,0.1172858993128898,0.18097329153138836,1.511706215,4.346341579999999,1.699930325,2.4731147785210384e-07
81548.0,0,0.0,0.0,-0.28899357,4.026244,1.6894381,0.007132522684742071,0.00661372125523485,0.16156653797883158,-0.2889936874,4.0262446789999995,1.6894383069999999,5.666760125397616e-07
81548.0,2,2.0,2.0,-0.12690157,4.089164,1.6746551,0.006199027620539255,0.005646465256802458,0.16353992669156045,-0.1269016137,4.089164229,1.674655268,4.888726134267474e-07
81549.0,0,0.0,0.0,-0.28902537,4.0263133,1.6895124,0.006670236863442369,0.006199555009857249,0.1615505311002844,-0.28902545550000003,4.026313458,1.6895121329999996,2.9752960053410014e-07
81549.0,1,1.0,1.0,1.5116261,4.34641,1.6999472,0.1353897810432727,0.11721587177703441,0.18090527111931193,1.5116259619999999,4.346410006,1.699946982,3.6781761348042474e-07
81549.0,2,2.0,2.0,-0.12691444,4.089186,1.6746366,0.006321521001154906,0.005756804053021369,0.16344151246779315,-0.1269145395,4.089187175,1.67463695,1.0476489469063191e-06
81550.0,0,0.0,0.0,-0.28901637,4.0263214,1.6895158,0.006649814700551815,0.006170593060517149,0.16158324079473682,-0.2890163892,4.026321262,1.689515509,3.5388394747398906e-07
