frame,gtoid,oid_1,oid_2,x,y,z,dt1,dt2,dt3,gtx,gty,gtz,ee,kcounter
2531.0,2,2.0,2.0,-0.80193967,4.43407,1.7027532,0.00029327450454275095,0.0002839270121626214,-1,-0.8019396759767301,4.43406970323626,1.7027529896964901,4.521460210866344e-07,-1.0
2532.0,2,2.0,2.0,-0.8019741,4.434186,1.7033967,0.0002766222648915573,0.0002511307221197967,-1,-0.801974388747206,4.434186719600479,1.7033973169065697,1.012964811845998e-06,-1.0
2533.0,2,2.0,2.0,-0.8021362,4.4344416,1.7032546,0.00029575586086139083,0.0002850551035180615,-1,-0.802136394312213,4.43444174701523,1.7032545248862805,2.836087838473223e-07,-1.0
2534.0,2,2.0,2.0,-0.80213994,4.4344144,1.703233,0.0003042331745177762,0.0002935072474201661,-1,-0.8021402033994881,4.43441552237166,1.70323343730944,1.2442788165779902e-06,-1.0
2535.0,2,2.0,2.0,-0.80216545,4.434445,1.7032465,0.0003099676949318564,0.00028866497802937374,-1,-0.802165496519052,4.43444464988378,1.7032460419489701,5.0391424139632e-07,-1.0
2536.0,2,2.0,2.0,-0.8021191,4.434391,1.703133,0.000312676751377694,0.0002999860888053263,-1,-0.8021192328751711,4.434390978916379,1.70313290995799,1.7972931088325808e-07,-1.0
2537.0,2,2.0,2.0,-0.8019859,4.434013,1.702801,0.00028295134052314097,0.0002734918007831766,-1,-0.801986082715643,4.434013279087671,1.70280117837909,4.62548561761186e-07,-1.0
2538.0,2,2.0,2.0,-0.80190223,4.4342337,1.7033225,0.00032256418387532904,0.00030489841969938425,-1,-0.8019024045265539,4.4342336694810705,1.7033223991653001,2.1440668954336788e-07,-1.0
2539.0,2,2.0,2.0,-0.80200946,4.434431,1.703132,0.000306998852408924,0.00029088646476793656,-1,-0.802009596200322,4.434431433809529,1.70313246784935,5.783105949308294e-07,-1.0
2540.0,2,2.0,2.0,-0.8020463,4.4344664,1.7031696,0.0003207860675615848,0.000296139179340571,-1,-0.802046626323624,4.434467536492449,1.7031699634767399,1.2768639466853143e-06,-1.0
2541.0,2,2.0,2.0,-0.80194086,4.434373,1.703121,0.00030648757694962114,0.00029530826355994577,0.0015182111767157206,-0.8019407692974451,4.43437280931965,1.70312103392028,1.5518483909888172e-07,9.0
2542.0,2,2.0,2.0,-0.8018847,4.434349,1.7030802,0.00030947512004786404,0.0002807358403060789,0.0016048233299066532,-0.801884734787171,4.43434956839286,1.7030803095709302,5.258073455885735e-07,9.0
2543.0,2,2.0,2.0,-0.801889,4.434342,1.7030897,0.00028434029599111454,0.0002754135122700063,0.0013765335595098526,-0.8018892855126459,4.434342799836401,1.70309031312166,1.1114606904282124e-06,9.0
2544.0,2,2.0,2.0,-0.80183804,4.4343534,1.7030644,0.00030399774152556347,0.00028109382992624887,0.001306016612902972,-0.801838322286679,4.43435445509753,1.7030649605905301,1.2515896464101888e-06,9.0
2545.0,2,2.0,2.0,-0.801806,4.4343762,1.7030169,0.0003147957880855756,0.000296937731889102,0.0013241523126873219,-0.8018062604409151,4.43437681640553,1.7030171071364801,6.840872055468521e-07,9.0
2546.0,2,2.0,2.0,-0.8017739,4.434394,1.7030387,0.00032032121941938385,0.0002845492117558024,0.001307848693283371,-0.801773854457049,4.43439381670163,1.70303828742958,4.135882555399386e-07,9.0
2547.0,2,2.0,2.0,-0.80174553,4.434466,1.70298,0.00029061911379812955,0.0002855141652844395,0.001273719406842497,-0.801745513581768,4.43446643218336,1.70298004635109,5.474212851503948e-07,9.0
2548.0,2,2.0,2.0,-0.8016528,4.4344616,1.7029533,0.0002908045161689188,0.0002806526271115217,0.0013391329532446102,-0.801653076738154,4.43446200540117,1.7029535872216595,5.604328946150031e-07,9.0
2549.0,2,2.0,2.0,-0.80163926,4.434494,1.7029549,0.000327239264322543,0.00030442149221698855,0.0013657300236919548,-0.8016392551587641,4.434493311894871,1.7029543659784099,8.787760918956289e-07,9.0
2550.0,2,2.0,2.0,-0.80160385,4.4344854,1.7029451,0.00030807455317471977,0.0002911641229275119,0.0013303051452766158,-0.8016037115052451,4.43448475834895,1.70294470419043,8.037466014593458e-07,9.0
2551.0,2,2.0,2.0,-0.80155855,4.434487,1.7029427,0.00029478264497129203,0.00027497396035869315,0.001374156992004874,-0.8015588864982299,4.4344872394843,1.7029429654924402,5.530491331761793e-07,9.0
2552.0,2,2.0,2.0,-0.8015456,4.4345517,1.702936,0.0003141432092093055,0.00029470211950410885,0.0012908074031443297,-0.801545684915192,4.43455223160419,1.7029361074822698,5.226455976818186e-07,9.0
2553.0,2,2.0,2.0,-0.80146205,4.4344993,1.7028987,0.000323611458668438,0.0002993006025917566,0.0013555125257075215,-0.801461986723938,4.43449892309945,1.7028981898537399,6.512442460754132e-07,9.0
2554.0,2,2.0,2.0,-0.80144995,4.4345355,1.702885,0.00028554206295439144,0.0002708251464582645,0.001411397675892835,-0.801450135008488,4.434535438401039,1.70288499660307,1.950252226279711e-07,9.0
2555.0,2,2.0,2.0,-0.801392,4.4345446,1.70285,0.0002838852082049925,0.0002591195219565634,0.0013084674698730329,-0.8013920551764939,4.4345444117658195,1.70284994224508,1.6137488237954704e-07,9.0
2556.0,2,2.0,2.0,-0.80139136,4.434544,1.702921,0.00032907792075320685,0.00030821530845059897,0.0013246559576961026,-0.801391380238638,4.4345447932541795,1.70292094045465,7.130235954608475e-07,9.0
2557.0,2,2.0,2.0,-0.8013285,4.4345193,1.7029293,0.00030109262024780037,0.00027523496692083427,0.001344087849795173,-0.801328847771865,4.43451970090677,1.70292924627934,5.507344139360691e-07,9.0
2558.0,2,2.0,2.0,-0.8012929,4.4345202,1.7029318,0.0003211104518072716,0.0003040892023022934,0.0013828317927132472,-0.801293160621281,4.43452068677394,1.7029319507671399,5.487540985176811e-07,9.0
2559.0,2,2.0,2.0,-0.80126256,4.4345746,1.702893,0.00033335815442114836,0.0003073824669286296,0.0013068028397001203,-0.8012627926956419,4.43457461282432,1.7028930566572802,2.3839087835873745e-07,9.0
2560.0,2,2.0,2.0,-0.8011899,4.434671,1.7027043,0.00032562984392825456,0.00030120362765728714,0.001320923537465002,-0.801190255781458,4.4346718052687395,1.70270489988396,1.1176193397175013e-06,9.0
2561.0,2,2.0,2.0,-0.80113375,4.4346914,1.7027115,0.00030247251788750873,0.0002842618365548333,0.0013443277434754884,-0.8011336810353729,4.43469164124651,1.7027111743912602,3.6508586340490237e-07,9.0
2562.0,2,2.0,2.0,-0.80114555,4.4345927,1.7028514,0.0003081616411009236,0.0002840993279846771,0.0014074024676173945,-0.801145667172756,4.43459260058608,1.7028511474842,3.1541760827348513e-07,9.0
2563.0,2,2.0,2.0,-0.8010672,4.4345326,1.7028712,0.0002941741202562298,0.0002840922795712686,0.0014792356978714802,-0.8010670657273531,4.43453236696502,1.70287057049772,6.986054366689862e-07,9.0
2564.0,2,2.0,2.0,-0.8010305,4.4345183,1.7028457,0.0002854050220548743,0.0002783831733381703,0.001419326477867594,-0.8010307334368871,4.4345192509834,1.7028462727099303,1.1038134871456353e-06,9.0
2565.0,2,2.0,2.0,-0.80098045,4.434459,1.702832,0.0002981163312369972,0.00027553707673177996,0.0013986031660190793,-0.800980689628006,4.43445950035455,1.7028319833451901,3.777107085254596e-07,9.0
2566.0,2,2.0,2.0,-0.8009459,4.4344935,1.7028497,0.00028473569852849323,0.0002905846048406602,0.0013378543347131596,-0.8009459936587809,4.43449368340238,1.7028493430449698,4.4228560760740444e-07,9.0
2567.0,2,2.0,2.0,-0.8009152,4.434479,1.7028608,0.00031785607080792033,0.0003013981668118504,0.001270796915883172,-0.800915198275835,4.4344790245547,1.70286052080893,3.771134917817986e-07,9.0
2568.0,2,2.0,2.0,-0.8009177,4.4344974,1.7028743,0.0002999281496158801,0.000287674926426007,0.0013172517817031414,-0.8009179748255231,4.43449831574212,1.7028748339553899,1.1341724961571458e-06,9.0
2569.0,2,2.0,2.0,-0.80088705,4.4345098,1.7029032,0.0003046548845873076,0.00029373159196666165,0.0012921016967295997,-0.800886999714696,4.434510244973951,1.7029031434219,4.9325287872665e-07,9.0
2570.0,2,2.0,2.0,-0.8008581,4.4345055,1.7028961,0.00029017310737344815,0.0002841950189349518,0.0013402746684784206,-0.8008583660583259,4.43450630962446,1.7028967838234803,1.1144874124097428e-06,9.0
2571.0,2,2.0,2.0,-0.80081797,4.43452,1.7029054,0.00030648645912378925,0.0002940247676406216,0.001354435417459546,-0.8008178904607449,4.43451956942357,1.70290508352139,3.9494441176119095e-07,9.0
2572.0,2,2.0,2.0,-0.8007851,4.434524,1.702924,0.00031455632779398,0.00029345147589765475,0.0013277451147714553,-0.800785515825175,4.4345251492183895,1.70292443762347,1.2334545409753557e-06,9.0
2573.0,2,2.0,2.0,-0.8008095,4.4345827,1.7029496,0.00032958263585669556,0.0003102786344584274,0.0012714845099369664,-0.8008095008504801,4.434583370158661,1.70294985733568,6.937889751487705e-07,9.0
2574.0,2,2.0,2.0,-0.8007955,4.4345913,1.7029665,0.00031116678604803383,0.0002910222160039666,0.0012658368206280445,-0.8007954468358219,4.43459113609192,1.70296626630148,2.478845331367609e-07,9.0
2575.0,2,2.0,2.0,-0.8007351,4.4345436,1.7029575,0.00027033314268010145,0.0002537620432008225,0.0014196547862668305,-0.8007353120732359,4.4345443545566905,1.7029579868571099,9.054634375695207e-07,9.0
2576.0,2,2.0,2.0,-0.8007347,4.4345956,1.7029701,0.00029879114651976124,0.0002935813302542556,0.001372852333310932,-0.800734642899606,4.43459543925061,1.70296978568142,3.936670589109508e-07,9.0
2577.0,2,2.0,2.0,-0.80068946,4.4345345,1.7029829,0.0003183687267096502,0.0003062151291715054,0.0013330770868938957,-0.800689806522041,4.434535548519471,1.7029832961787899,1.128474122487334e-06,9.0
2578.0,2,2.0,2.0,-0.8007336,4.4345713,1.7030059,0.00031407602131139356,0.0002953855260443561,0.001360889365755268,-0.8007336183065801,4.4345708526895,1.70300527503337,7.576990728054797e-07,9.0
2579.0,2,2.0,2.0,-0.8007401,4.434576,1.7030201,0.00029936412232700604,0.000279762561433472,0.0012642852221043859,-0.8007402282106411,4.43457663790077,1.70302023711687,6.285800457606427e-07,9.0
2580.0,2,2.0,2.0,-0.8007046,4.4345107,1.7030107,0.0002851802518080149,0.0002727685965737692,0.001406990113677313,-0.8007048722876331,4.43451151086146,1.7030113229808301,1.0655718294146211e-06,9.0
2581.0,2,2.0,2.0,-0.800791,4.4346457,1.703016,0.0003319821271361434,0.00030711547367445746,0.001283289983735304,-0.8007913362831519,4.434646229007489,1.70301610557339,6.578730230832474e-07,9.0
2582.0,2,2.0,2.0,-0.8008356,4.434705,1.7030771,0.000309562908796579,0.00029794979303687796,0.0010957231199837305,-0.8008357616394299,4.4347046537457295,1.70307700593919,2.1077443470374625e-07,9.0
2583.0,2,2.0,2.0,-0.8008147,4.4346685,1.7030756,0.00029443956628938395,0.0002782243121259853,0.0013405208229067187,-0.800814676213956,4.43466922447955,1.7030753771226999,7.351021678961883e-07,9.0
2584.0,2,2.0,2.0,-0.80085975,4.434767,1.7030913,0.0003056651432871149,0.0002816752740955053,0.001348751676318182,-0.8008596200888941,4.43476682134566,1.7030911032592702,2.1251206740560008e-07,9.0
2585.0,2,2.0,2.0,-0.8009425,4.434888,1.7031059,0.000317197760750787,0.00030118485358343605,0.0011352488690951211,-0.800942511421969,4.4348884747993695,1.7031056434007599,6.54013801706154e-07,9.0
2586.0,2,2.0,2.0,-0.80090517,4.434812,1.7031254,0.0003020289697133194,0.0002913553924486223,0.0013320171681413604,-0.8009051401970261,4.43481259212129,1.7031254508135099,5.321458474754567e-07,9.0
2587.0,2,2.0,2.0,-0.8009734,4.434925,1.7031032,0.00029336401831869807,0.0002711736362357442,0.001395707045264574,-0.80097367028368,4.43492542851329,1.7031032225343399,4.33967740730832e-07,9.0
2588.0,2,2.0,2.0,-0.80095327,4.434792,1.703163,0.0003265086738224454,0.0003052595001804548,0.0013612098772500384,-0.8009533853491709,4.43479259208623,1.70316333042724,6.387330852348088e-07,9.0
2589.0,2,2.0,2.0,-0.8009793,4.434799,1.7031782,0.0002876490131598075,0.00027255511815837963,0.00148451591954128,-0.800979420290879,4.43479964625715,1.7031784310470497,5.334793772952719e-07,9.0
2590.0,2,2.0,2.0,-0.80099493,4.4347963,1.7031484,0.0003150215049458893,0.00029007376883782854,0.0013192504534659682,-0.8009952104984509,4.43479697977427,1.7031484299187698,7.066278078137722e-07,9.0
2591.0,2,2.0,2.0,-0.80108565,4.43479,1.7030015,0.00029572791299870005,0.00027447128172752855,0.0013972277192844209,-0.8010856376201401,4.43479083912633,1.70300163813958,7.183904178194755e-07,9.0
2592.0,2,2.0,2.0,-0.8013523,4.434791,1.7025077,0.00028918113127929246,0.00027486930127906817,0.0016596773239206744,-0.801352491162917,4.43479194974024,1.7025080691744399,9.397553249997127e-07,9.0
2593.0,2,2.0,2.0,-0.8012791,4.4346795,1.7026209,0.00029420829281434635,0.0002754698592184468,0.0015491302811627956,-0.80127910321539,4.4346792886962705,1.7026206610594101,2.9988435174701415e-07,9.0
2594.0,2,2.0,2.0,-0.79930973,4.4351425,1.70364,0.00030124082206839375,0.0002825727335107331,0.0027411316370985262,-0.799309946390564,4.43514277474755,1.70364026171965,4.359345201780692e-07,9.0
2595.0,2,2.0,2.0,-0.8010194,4.434779,1.703226,0.0003213206691157211,0.00028030945748014346,0.0012383952814831033,-0.801019415873887,4.43477909293435,1.7032255980759101,3.822205869869722e-07,9.0
2596.0,2,2.0,2.0,-0.7993541,4.4348865,1.7035743,0.000321547334067418,0.0003048052184340122,0.0020590770793480926,-0.799354448326651,4.434887578441621,1.7035748557000194,1.307007514122052e-06,9.0
2597.0,2,2.0,2.0,-0.79938376,4.434849,1.7035196,0.0003327075941683688,0.00030791803993679423,0.002337816066234396,-0.79938393734264,4.43484957254075,1.7035199323085402,8.794377358897507e-07,9.0
2598.0,2,2.0,2.0,-0.7993331,4.434981,1.7035551,0.0002783965028925195,0.0002693184221129741,0.0013322415234260534,-0.799333435663413,4.43498119887916,1.70355517510906,4.784627737953191e-07,9.0
2599.0,2,2.0,2.0,-0.80107856,4.4347563,1.7030543,0.00031792357685844763,0.00030232719427658594,0.0024915369268354555,-0.801078585142487,4.4347562491181,1.70305416409184,1.5032551242699378e-07,9.0
2600.0,2,2.0,2.0,-0.7993131,4.434822,1.7034147,0.0003217035063585172,0.00030524276996857225,0.0015879076842861299,-0.799313528041208,4.43482314696045,1.70341495490813,1.1702275742893392e-06,9.0
2601.0,2,2.0,2.0,-0.799384,4.4348187,1.7033477,0.0003101650416397206,0.0002954841979772027,0.002869987184112435,-0.7993840370128701,4.434818866435539,1.7033474723559698,2.4639187196052714e-07,9.0
2602.0,2,2.0,2.0,-0.79936564,4.4349446,1.7033623,0.0002863879753931542,0.0002706826940652718,0.001218164973250207,-0.799365666355563,4.43494407252207,1.70336186424337,7.368312536742782e-07,9.0
2603.0,2,2.0,2.0,-0.80102503,4.4346685,1.7029418,0.00030295182642703367,0.0002844017435563728,0.0023785790462566457,-0.801025011945276,4.4346680001027705,1.70294118609121,8.00097961702985e-07,9.0
2604.0,2,2.0,2.0,-0.7992151,4.434934,1.7032053,0.0002916492899203149,0.00027238288430453395,0.0014675511753532479,-0.7992150707467771,4.43493475395171,1.70320535084727,6.14758728341539e-07,9.0
2605.0,2,2.0,2.0,-0.80095047,4.434546,1.7029023,0.0002925683576222582,0.0002756182249754602,0.001652525654807256,-0.800950507042311,4.434546474670589,1.70290247195204,5.067386651367703e-07,9.0
2606.0,2,2.0,2.0,-0.8009022,4.4346027,1.7029057,0.0002913072951855611,0.0002714595464681224,0.002531159044614695,-0.800902099086748,4.4346029144935,1.7029055031627696,2.495062237526242e-07,9.0
2607.0,2,2.0,2.0,-0.79912704,4.4349427,1.7033421,0.00029955019482486023,0.000282417056439499,0.002594397978558501,-0.7991274265105451,4.43494418203578,1.70334279506182,1.6701911179555827e-06,9.0
2608.0,2,2.0,2.0,-0.8009247,4.4346642,1.702903,0.00027817954315878524,0.00026048097271313964,0.0012970773764766977,-0.8009250470050869,4.43466519673563,1.7029034275180899,1.0777736934233395e-06,9.0
2609.0,2,2.0,2.0,-0.79921037,4.434899,1.7033085,0.00028197097299198504,0.00027586091118791956,0.0016473159325382705,-0.799210264109543,4.43489870663351,1.70330817994718,3.3587309095129173e-07,9.0
2610.0,2,2.0,2.0,-0.8009155,4.4346285,1.7029166,0.0003153542196514536,0.0002969221293369628,0.0014117727984906585,-0.80091535930148,4.43462891051791,1.7029166067583899,4.4090998008679163e-07,9.0
2611.0,2,2.0,2.0,-0.79911745,4.4347816,1.7032824,0.00028947418809366354,0.00027793890063776416,0.0015427535509639394,-0.799117829554029,4.43478236796782,1.7032827933053194,1.0025011535856722e-06,9.0
2612.0,2,2.0,2.0,-0.79906803,4.4347267,1.703277,0.00027907424652084956,0.0002678866104588451,0.002694820030115497,-0.7990682248527361,4.434727686883289,1.70327747804148,1.1033201303675529e-06,9.0
2613.0,2,2.0,2.0,-0.7990845,4.434718,1.7032338,0.00029661303619832324,0.000283988006231084,0.0014535512682987254,-0.799084713572742,4.4347184568022,1.7032340014575698,4.296683055723804e-07,9.0
2614.0,2,2.0,2.0,-0.7992557,4.434917,1.7032558,0.0002986102489330733,0.0002680529911458507,0.0012478604629371978,-0.799255589023678,4.43491613070368,1.7032550585381303,1.1131224852668795e-06,9.0
2615.0,2,2.0,2.0,-0.80082315,4.4343185,1.7022046,0.00030589179573325964,0.000292210143641114,0.0028014045540319067,-0.800823104312981,4.434318335683139,1.7022044373467002,2.5859075703181147e-07,9.0
2616.0,2,2.0,2.0,-0.8015509,4.434931,1.702008,0.00031786037976644366,0.00028761505762986417,0.0029930766732374717,-0.801551189121163,4.43493137900351,1.7020081654902002,6.542289385213947e-07,9.0
2617.0,2,2.0,2.0,-0.80225664,4.434709,1.7026073,0.0003175739363427965,0.00030677189124617144,0.0008751224830380666,-0.802256752335453,4.43471011457402,1.70260764356911,1.1113285832308975e-06,9.0
2618.0,2,2.0,2.0,-0.8015393,4.4350624,1.7020135,0.000286395843261289,0.0002739986273354589,0.0016368153876098912,-0.801539372087874,4.43506242128391,1.7020134468100303,8.47955779217252e-08,9.0
2619.0,2,2.0,2.0,-0.8015198,4.435029,1.7020091,0.00031389427715566853,0.00028377554491498813,0.002283522373978819,-0.8015196698218661,4.43502888231022,1.70200911392897,2.0681184082671836e-07,9.0
2620.0,2,2.0,2.0,-0.80155694,4.434976,1.7020597,0.0003188079181768444,0.0002954120261620119,0.001519022460344568,-0.8015571402202291,4.43497626139212,1.7020596139390303,2.851416087453168e-07,9.0
2621.0,2,2.0,2.0,-0.80151993,4.4350195,1.7020386,0.0002955110763309676,0.0002721580722777617,0.001373783133387002,-0.8015200485914831,4.43501959247248,1.7020383500883403,3.335637771248477e-07,9.0
2622.0,2,2.0,2.0,-0.8014593,4.4349966,1.7020111,0.00029792003613238194,0.0002858502126628082,0.00134561019070563,-0.8014595409165179,4.434997639846711,1.7020116955077698,1.2115996985032127e-06,9.0
2623.0,2,2.0,2.0,-0.8014889,4.435034,1.7020292,0.0003124474681044376,0.00029839430123956845,0.0013382484345289267,-0.8014890096851441,4.4350338898408,1.7020290308086,2.552302037776616e-07,9.0
2624.0,2,2.0,2.0,-0.80149806,4.4350886,1.7020437,0.000309549833048095,0.0002778089412913687,0.001223773347907091,-0.8014983051823901,4.43508977645604,1.70204417981491,1.2823693355108312e-06,9.0
2625.0,2,2.0,2.0,-0.80141115,4.434925,1.7020192,0.0003019025766661798,0.00028813644678393757,0.0014673612697553616,-0.8014113660119221,4.43492541008629,1.7020193867754398,4.299689069585835e-07,9.0
2626.0,2,2.0,2.0,-0.80152994,4.4348764,1.7020203,0.0003184407782441667,0.00028746012492320006,0.001576180923950908,-0.8015300286124261,4.434876838236571,1.7020202972407101,4.053420238234398e-07,9.0
2627.0,2,2.0,2.0,-0.8013797,4.4348793,1.7020397,0.00032419148465123726,0.00029912551769939455,0.0013214394909499588,-0.801379775008789,4.434879379438771,1.7020397558042901,1.270233799915184e-07,9.0
2628.0,2,2.0,2.0,-0.8013196,4.434802,1.7020215,0.00029646214295553364,0.0002865771235747161,0.0014044156803496785,-0.8013197362643211,4.434802310630471,1.7020214596616599,2.904501311800944e-07,9.0
2629.0,2,2.0,2.0,-0.80136186,4.434855,1.7020502,0.00030827285485202083,0.00029265396437949676,0.001325334739439593,-0.801362054141983,4.43485598398148,1.70205056054408,1.0775381562717572e-06,9.0
2630.0,2,2.0,2.0,-0.8013803,4.4348783,1.702074,0.0003255601779414974,0.00029066421620882466,0.0011876696259596855,-0.8013805040011259,4.43487862312844,1.70207416119431,3.725838359002573e-07,9.0
2631.0,2,2.0,2.0,-0.8013812,4.434884,1.702064,0.00032243382725027914,0.00030970871097224517,0.0013010645047378641,-0.8013814745166,4.4348856524305305,1.70206466189629,1.726899384232999e-06,9.0
2632.0,2,2.0,2.0,-0.8013492,4.4348297,1.7020394,0.00032264764377032407,0.00029106795261668594,0.0014239074685410498,-0.801349357662928,4.434829826346849,1.7020392904798,1.905091677840615e-07,9.0
2633.0,2,2.0,2.0,-0.80136293,4.434868,1.7020392,0.00030007968609879754,0.00027111783816735624,0.0013813613813347275,-0.80136320118577,4.43486895880911,1.7020395402329502,1.1711124178715426e-06,9.0
