frame,oid,cid,x,y
5076,0,0,1292.8054,383.0936
5077,0,0,1292.8337,383.17267
5078,0,0,1293.046,383.14062
5079,0,0,1293.1849,383.26553
5080,0,0,1293.2732,383.56863
5081,0,0,1293.6006,383.57388
5082,0,0,1293.6385,383.8141
5083,0,0,1293.8387,383.76758
5084,0,0,1293.885,383.83057
5085,0,0,1293.9103,383.87134
5086,0,0,1293.8821,384.16248
5087,0,0,1294.2219,384.03662
5088,0,0,1294.1945,383.76163
5089,0,0,1294.1874,383.80634
5090,0,0,1294.5139,383.2401
5091,0,0,1294.6417,383.06204
5092,0,0,1294.5648,383.13477
5093,0,0,1294.593,383.1495
5094,0,0,1294.6039,383.15665
5095,0,0,1294.6263,383.18823
5096,0,0,1294.8898,383.43085
5097,0,0,1294.7633,383.43015
5098,0,0,1294.8689,383.45923
5099,0,0,1294.5515,383.3755
5100,0,0,1294.659,383.34286
5101,0,0,1294.6431,383.25256
5102,0,0,1294.688,383.14575
5103,0,0,1294.7457,383.0705
5104,0,0,1294.7589,382.95322
5105,0,0,1294.7544,382.98035
5106,0,0,1295.0677,382.8685
5107,0,0,1294.6283,382.5189
5108,0,0,1292.9922,383.1554
5109,0,0,1292.8983,383.16147
5110,0,0,1292.7905,383.15598
5111,0,0,1292.7847,383.0944
5112,0,0,1292.7697,383.06708
5113,0,0,1292.7637,383.0211
5114,0,0,1292.7573,382.98926
5115,0,0,1292.7622,382.95218
5116,0,0,1292.7694,382.90607
5117,0,0,1292.7999,382.87115
5118,0,0,1293.1577,383.01556
5119,0,0,1293.992,381.46445
5120,0,0,1294.1244,381.5029
5121,0,0,1294.3678,383.0627
5122,0,0,1294.3229,383.0398
5123,0,0,1294.3285,383.07547
5124,0,0,1294.3169,383.07202
5125,0,0,1294.3073,383.06482
5126,0,0,1294.2844,382.87225
5127,0,0,1294.2615,382.8462
5128,0,0,1294.2292,382.82468
5129,0,0,1294.1876,382.82892
5130,0,0,1294.1746,382.8151
5131,0,0,1294.2158,382.82083
5132,0,0,1294.1627,382.81683
5133,0,0,1294.1666,382.81168
5134,0,0,1294.1075,382.8005
5135,0,0,1294.1118,382.8121
5136,0,0,1294.0175,382.82974
5137,0,0,1294.0667,382.83893
5138,0,0,1293.9836,382.82568
5139,0,0,1293.9563,382.83838
5140,0,0,1293.897,382.81308
5141,0,0,1293.6202,383.0864
5142,0,0,1293.6082,383.04822
5143,0,0,1293.5966,383.03558
5144,0,0,1293.5885,383.01926
5145,0,0,1293.5939,382.99652
5146,0,0,1293.6261,382.93564
5147,0,0,1293.6588,383.0081
5148,0,0,1293.6198,383.00748
5149,0,0,1293.6843,382.94598
5150,0,0,1293.6836,382.95706
5151,0,0,1293.6377,383.06308
5152,0,0,1293.7109,383.04095
5153,0,0,1293.6637,383.0259
5154,0,0,1293.653,383.0037
5155,0,0,1293.7284,382.96466
5156,0,0,1293.6825,382.9516
5157,0,0,1293.6099,382.96432
5158,0,0,1293.6105,383.00858
5159,0,0,1293.7059,383.0128
5160,0,0,1293.4712,383.47134
5161,0,0,1293.7737,383.27023
5162,0,0,1293.0084,382.99683
5163,0,0,1290.5166,381.17883
5164,0,0,1292.7119,382.08994
5165,0,0,1295.9635,383.63843
5166,0,0,1296.126,383.67242
5167,0,0,1294.9468,381.12234
5168,0,0,1296.0226,383.37518
5169,0,0,1294.8121,381.35077
5170,0,0,1295.0762,381.02255
5171,0,0,1295.1917,383.30432
5172,0,0,1295.2554,383.32242
5173,0,0,1295.1886,383.3132
5174,0,0,1295.2549,383.33804
5175,0,0,1295.4993,383.5154
5176,0,0,1296.1813,383.77512
5177,0,0,1295.0756,381.32037
5178,0,0,1295.025,381.29913
5179,0,0,1294.9683,381.28546
5180,0,0,1295.0881,380.9868
5181,0,0,1295.318,383.32178
5182,0,0,1295.2716,383.26498
5183,0,0,1295.1779,383.21918
5184,0,0,1295.2098,383.19955
5185,0,0,1295.2697,383.20084
5186,0,0,1295.2297,383.29453
5187,0,0,1295.2719,383.27277
5188,0,0,1295.2112,383.2188
5189,0,0,1295.268,383.2406
5190,0,0,1295.3185,383.28067
5191,0,0,1295.2446,383.25974
5192,0,0,1295.2523,383.2544
5193,0,0,1295.3121,383.2599
5194,0,0,1295.3865,383.292
5195,0,0,1295.9329,383.1881
5196,0,0,1294.7568,381.24197
5197,0,0,1294.69,381.24954
5198,0,0,1294.7874,381.26807
5199,0,0,1295.0808,381.1166
5200,0,0,1295.0327,381.116
5201,0,0,1294.9532,380.97592
5202,0,0,1295.5012,383.5405
5203,0,0,1295.115,381.1895
5204,0,0,1296.3805,382.2562
5205,0,0,1296.2294,382.29428
5206,0,0,1298.791,382.98868
5207,0,0,1298.7803,383.00522
5208,0,0,1298.7646,383.05295
5209,0,0,1298.7966,383.05872
5210,0,0,1299.0289,383.06805
5211,0,0,1295.3335,383.81122
5212,0,0,1291.957,382.90372
5213,0,0,1292.4001,383.09473
5214,0,0,1294.0006,382.6848
5215,0,0,1293.9844,382.70053
5216,0,0,1293.9697,382.71722
5217,0,0,1293.9132,382.76065
5218,0,0,1293.8634,382.8059
5219,0,0,1293.605,382.83228
5220,0,0,1293.6757,382.7985
5221,0,0,1293.6735,382.7847
5222,0,0,1293.692,382.77753
5223,0,0,1293.7078,382.76562
5224,0,0,1293.7162,382.7344
5225,0,0,1293.7198,382.73688
5226,0,0,1293.7222,382.73212
5227,0,0,1293.7446,382.71704
5228,0,0,1293.9202,382.75708
5229,0,0,1293.7654,382.69067
5230,0,0,1293.7886,382.67072
5231,0,0,1293.7273,382.62527
5232,0,0,1293.7941,382.69617
5233,0,0,1293.8293,382.68362
5234,0,0,1293.8209,382.67178
5235,0,0,1293.7914,382.7341
5236,0,0,1294.1511,382.68768
5237,0,0,1294.1007,382.75754
5238,0,0,1293.8193,382.7472
5239,0,0,1293.8198,382.67642
5240,0,0,1293.8353,382.6853
5241,0,0,1293.9161,382.72296
5242,0,0,1294.0957,382.78226
5243,0,0,1294.0776,382.78027
5244,0,0,1293.8892,382.73965
5245,0,0,1293.9192,382.74814
5246,0,0,1293.9401,382.7697
5247,0,0,1293.9159,382.75058
5248,0,0,1294.0757,382.8464
5249,0,0,1293.9794,382.8056
5250,0,0,1293.9823,382.83447
5251,0,0,1293.9849,382.86105
5252,0,0,1293.9927,382.8836
5253,0,0,1294.0104,382.90765
5254,0,0,1294.023,382.92075
5255,0,0,1294.0266,382.91635
5256,0,0,1294.1398,382.9818
5257,0,0,1294.0975,382.98718
5258,0,0,1294.2587,383.06284
5259,0,0,1294.306,383.06827
5260,0,0,1294.1594,383.00046
5261,0,0,1294.1322,382.95703
5262,0,0,1294.2461,382.97122
5263,0,0,1294.2092,382.97797
5264,0,0,1294.1815,382.9439
5265,0,0,1294.183,382.94043
5266,0,0,1294.2664,382.9886
5267,0,0,1294.2317,382.99902
5268,0,0,1294.2375,382.98016
5269,0,0,1294.1844,382.97488
5270,0,0,1294.1736,382.98996
5271,0,0,1294.4296,383.14648
5272,0,0,1294.2434,383.0438
5273,0,0,1294.2952,383.05524
5274,0,0,1294.2661,383.0618
5275,0,0,1294.4613,383.17236
5276,0,0,1294.2443,383.0603
5277,0,0,1294.1852,383.0035
5278,0,0,1294.2612,383.04895
5279,0,0,1294.2264,383.0587
5280,0,0,1294.1118,383.07516
5281,0,0,1294.734,382.9174
5282,0,0,1294.7036,382.9111
5283,0,0,1294.6917,383.07004
5284,0,0,1294.7083,382.97266
5285,0,0,1294.6324,382.87863
5286,0,0,1294.2869,383.25995
5287,0,0,1294.2306,383.29813
5288,0,0,1294.8033,382.9482
5289,0,0,1294.8014,382.93478
5290,0,0,1294.7885,382.91034
5291,0,0,1294.7777,382.8588
5292,0,0,1294.8114,382.8689
5293,0,0,1294.9022,382.82703
5294,0,0,1294.859,382.97556
5295,0,0,1294.8826,382.899
5296,0,0,1294.7803,383.01416
5297,0,0,1294.8597,382.95404
5298,0,0,1294.7568,382.90607
5299,0,0,1294.3315,383.13385
5300,0,0,1294.6418,383.24387
5301,0,0,1294.4858,383.15817
5302,0,0,1294.4738,383.1731
5303,0,0,1294.4923,383.18225
5304,0,0,1294.5112,383.27563
5305,0,0,1294.9962,382.8546
5306,0,0,1295.1533,382.96405
5307,0,0,1295.2356,382.87195
5308,0,0,1295.245,382.92462
5309,0,0,1295.2347,382.90762
5310,0,0,1295.1451,382.84082
5311,0,0,1295.1053,382.68546
5312,0,0,1294.8154,382.6222
5313,0,0,1294.8408,382.5581
5314,0,0,1294.7643,382.55157
5315,0,0,1294.7133,382.52112
5316,0,0,1294.5533,382.75467
5317,0,0,1294.5104,382.78308
5318,0,0,1294.5002,382.81213
5319,0,0,1294.5673,382.8212
5320,0,0,1294.6365,382.80215
5321,0,0,1294.7119,383.07233
5322,0,0,1294.7197,383.08356
5323,0,0,1294.7289,383.1382
5324,0,0,1294.7787,383.20868
5325,0,0,1294.7874,383.4572
5326,0,0,1294.8608,383.45087
5327,0,0,1294.9244,383.42126
5328,0,0,1294.9381,383.4289
5329,0,0,1294.8793,383.67133
5330,0,0,1294.9497,383.71167
5331,0,0,1295.0208,383.7168
5332,0,0,1295.027,383.93295
5333,0,0,1295.0771,383.95923
5334,0,0,1295.1307,383.93512
5335,0,0,1295.1482,383.93234
5336,0,0,1295.1415,383.9156
5337,0,0,1295.126,383.89526
5338,0,0,1295.1195,383.8654
5339,0,0,1295.1168,383.831
5340,0,0,1295.0991,383.80765
5341,0,0,1295.0963,383.79422
5342,0,0,1295.0735,383.77826
5343,0,0,1295.0735,383.77417
5344,0,0,1295.0883,383.769
5345,0,0,1295.0692,383.7736
5346,0,0,1295.0676,383.75153
5347,0,0,1295.0497,383.73557
5348,0,0,1294.9338,383.6225
5349,0,0,1295.0122,383.57523
5350,0,0,1294.2449,383.771
5351,0,0,1294.2451,383.7955
5352,0,0,1294.2672,383.82816
5353,0,0,1294.3223,383.85593
5354,0,0,1294.4396,383.84085
5355,0,0,1294.5645,383.84885
5356,0,0,1294.6686,383.8604
5357,0,0,1294.8724,383.6367
5358,0,0,1295.1328,383.98755
5359,0,0,1295.13,383.8142
5360,0,0,1295.1459,383.76004
5361,0,0,1294.8209,384.01285
5362,0,0,1294.6653,383.71936
5363,0,0,1294.8663,383.80643
5364,0,0,1294.8296,383.75418
5365,0,0,1294.8499,383.73624
5366,0,0,1294.7535,383.70016
5367,0,0,1294.9974,383.74304
5368,0,0,1294.9833,383.6989
5369,0,0,1294.9926,383.6566
5370,0,0,1294.9945,383.62338
5371,0,0,1294.9982,383.60913
5372,0,0,1294.9938,383.6123
5373,0,0,1294.971,383.61957
5374,0,0,1294.9736,383.6214
5375,0,0,1294.9777,383.6346
5376,0,0,1294.9589,383.6437
5377,0,0,1294.9597,383.65982
5378,0,0,1294.9513,383.6643
5379,0,0,1294.9515,383.66852
5380,0,0,1294.9595,383.6692
5381,0,0,1294.9237,383.6666
5382,0,0,1294.9431,383.66266
5383,0,0,1294.9275,383.6695
5384,0,0,1294.9482,383.66302
5385,0,0,1294.9312,383.66208
5386,0,0,1294.955,383.66394
5387,0,0,1294.9156,383.72986
5388,0,0,1294.6722,383.78613
5389,0,0,1294.9531,383.64444
5390,0,0,1294.89,383.68198
5391,0,0,1294.89,383.68198
5392,0,0,1294.9487,383.63977
5393,0,0,1294.9508,383.63657
5394,0,0,1294.8262,383.71826
5395,0,0,1294.8966,383.69217
5396,0,0,1294.956,383.65002
5397,0,0,1294.9708,383.6595
5398,0,0,1294.9711,383.66653
5399,0,0,1294.964,383.67056
5400,0,0,1294.9944,383.66888
5401,0,0,1295.0068,383.66876
5402,0,0,1294.9806,383.66672
5403,0,0,1294.9973,383.6676
5404,0,0,1294.9847,383.67157
5405,0,0,1294.9653,383.68494
5406,0,0,1294.9719,383.69577
5407,0,0,1295.0028,383.66895
5408,0,0,1295.1531,383.5014
5409,0,0,1295.7307,383.46616
5410,0,0,1294.845,383.61853
5411,0,0,1294.8752,383.64893
5412,0,0,1294.8821,383.6254
5413,0,0,1294.8843,383.60663
5414,0,0,1294.9084,383.5804
5415,0,0,1294.8672,383.5293
5416,0,0,1294.8856,383.50644
5417,0,0,1294.9396,383.5316
5418,0,0,1295.0062,383.497
5419,0,0,1294.9697,383.5054
5420,0,0,1294.966,383.4939
5421,0,0,1294.9271,383.42224
5422,0,0,1294.9521,383.45328
5423,0,0,1294.9453,383.43073
5424,0,0,1294.9542,383.43317
5425,0,0,1295.3925,383.11307
5426,0,0,1295.3591,383.0811
5427,0,0,1295.1414,383.34793
5428,0,0,1295.2133,383.27927
5429,0,0,1295.1918,383.2895
5430,0,0,1295.198,383.28253
5431,0,0,1295.2035,383.27982
5432,0,0,1295.1704,383.31747
5433,0,0,1295.2169,383.28232
5434,0,0,1295.1658,383.32922
5435,0,0,1295.2137,383.29285
5436,0,0,1295.2463,383.2712
5437,0,0,1295.085,383.33142
5438,0,0,1295.1257,383.31317
5439,0,0,1295.1815,383.2696
5440,0,0,1295.1635,383.26218
5441,0,0,1294.9852,383.3347
5442,0,0,1295.035,383.28827
5443,0,0,1295.0856,383.26035
5444,0,0,1295.1328,383.2211
5445,0,0,1295.1533,383.20892
5446,0,0,1294.9713,383.26297
5447,0,0,1294.9681,383.2611
5448,0,0,1294.9674,383.26215
5449,0,0,1294.992,383.2522
5450,0,0,1295.0476,383.2289
5451,0,0,1295.0981,383.18652
5452,0,0,1294.9689,383.22787
5453,0,0,1295.0153,383.20697
5454,0,0,1295.0654,383.16833
5455,0,0,1294.9325,383.20813
5456,0,0,1294.9868,383.18707
5457,0,0,1295.0381,383.14844
5458,0,0,1294.9285,383.20676
5459,0,0,1295.0276,383.15088
5460,0,0,1294.9742,383.18912
5461,0,0,1295.0271,383.14972
5462,0,0,1295.0143,383.14124
5463,0,0,1295.0121,383.1462
5464,0,0,1295.0162,383.14166
5465,0,0,1295.0267,383.141
5466,0,0,1294.9749,383.17786
5467,0,0,1294.9874,383.12848
5468,0,0,1294.9902,383.1371
5469,0,0,1294.972,383.13818
5470,0,0,1294.976,383.14197
5471,0,0,1294.9647,383.1398
5472,0,0,1294.8479,382.91086
5473,0,0,1295.3544,382.93427
5474,0,0,1295.335,382.81754
5475,0,0,1295.3483,382.79742
5476,0,0,1295.3201,382.82352
5477,0,0,1295.31,382.82404
5478,0,0,1295.3185,382.8272
5479,0,0,1295.2858,382.8481
5480,0,0,1295.2874,382.85666
5481,0,0,1295.2777,382.88058
5482,0,0,1295.2954,382.88516
5483,0,0,1295.3033,382.8898
5484,0,0,1294.8658,383.1451
5485,0,0,1295.3961,382.88782
5486,0,0,1295.1422,382.96857
5487,0,0,1295.3574,382.87244
5488,0,0,1295.3174,382.88364
5489,0,0,1295.3982,382.83307
5490,0,0,1295.3043,382.87903
5491,0,0,1295.3755,382.81204
5492,0,0,1295.3716,382.8072
5493,0,0,1295.3395,382.78732
5494,0,0,1295.316,382.76425
5495,0,0,1295.3484,382.71628
5496,0,0,1295.268,382.69336
5497,0,0,1294.9966,382.8782
5498,0,0,1294.9619,382.83322
5499,0,0,1294.9429,382.82153
5500,0,0,1294.9211,382.8064
5501,0,0,1294.9364,382.7652
5502,0,0,1294.9004,382.76794
5503,0,0,1294.7714,382.48752
5504,0,0,1294.6096,382.48288
5505,0,0,1294.6514,382.59564
5506,0,0,1294.5704,382.48904
5507,0,0,1294.4974,382.92905
5508,0,0,1294.83,382.7373
5509,0,0,1294.4539,382.89944
5510,0,0,1294.3922,382.90167
5511,0,0,1294.3518,382.89838
5512,0,0,1294.3103,382.89444
5513,0,0,1294.3733,382.68256
5514,0,0,1294.5105,382.7811
5515,0,0,1294.1666,382.928
5516,0,0,1294.0662,382.95975
5517,0,0,1293.9807,382.9611
5518,0,0,1293.5885,382.97787
5519,0,0,1293.8293,382.84448
5520,0,0,1293.7181,382.74332
5521,0,0,1293.7738,382.67163
5522,0,0,1293.348,382.85544
5523,0,0,1293.4525,382.5513
5524,0,0,1293.2323,382.42038
5525,0,0,1293.069,382.35394
5526,0,0,1292.6742,382.58328
5527,0,0,1292.5509,382.45468
5528,0,0,1292.299,382.53915
5529,0,0,1292.2689,382.60355
5530,0,0,1292.0629,382.70154
5531,0,0,1291.7434,382.88086
5532,0,0,1291.2693,383.1849
5533,0,0,1291.1259,383.2359
5534,0,0,1290.8844,383.42566
5535,0,0,1290.6838,383.4849
5536,0,0,1290.3799,383.50607
5537,0,0,1290.2874,383.7694
5538,0,0,1289.9957,383.87857
5539,0,0,1289.6895,383.95645
5540,0,0,1289.4303,383.95233
5541,0,0,1289.13,384.01675
5542,0,0,1288.95,384.04318
5543,0,0,1288.7659,384.0744
5544,0,0,1288.8027,384.0774
5545,0,0,1288.6342,384.13785
5546,0,0,1288.5386,384.14008
5547,0,0,1288.4305,384.08643
5548,0,0,1288.3339,384.00015
5549,0,0,1288.2556,383.95316
5550,0,0,1288.273,383.9174
5551,0,0,1288.2728,383.88245
5552,0,0,1288.3971,383.80234
5553,0,0,1288.5596,383.7959
5554,0,0,1288.5504,383.84244
5555,0,0,1288.7013,383.8316
5556,0,0,1288.8499,383.87686
5557,0,0,1289.0253,383.90222
5558,0,0,1289.0631,383.99405
5559,0,0,1289.1746,384.0658
5560,0,0,1289.2411,384.16968
5561,0,0,1289.3477,384.24188
5562,0,0,1289.4064,384.3198
5563,0,0,1289.5111,384.39697
5564,0,0,1289.5831,384.44354
5565,0,0,1289.5776,384.54358
5566,0,0,1289.695,384.5484
5567,0,0,1289.8014,384.5308
5568,0,0,1289.928,384.47382
5569,0,0,1290.0083,384.43604
5570,0,0,1290.0916,384.41855
5571,0,0,1290.1306,384.37967
5572,0,0,1290.0355,384.38022
5573,0,0,1289.9722,384.42322
5574,0,0,1289.8889,384.47235
5575,0,0,1289.7439,384.46222
5576,0,0,1289.7783,384.4363
5577,0,0,1289.6327,384.41873
5578,0,0,1289.6896,384.28436
5579,0,0,1289.5455,384.22568
5580,0,0,1289.244,384.2123
5581,0,0,1289.0006,384.20126
5582,0,0,1288.7719,384.18295
5583,0,0,1288.6573,384.23407
5584,0,0,1288.3962,384.30545
5585,0,0,1288.1615,384.41895
5586,0,0,1287.975,384.4549
5587,0,0,1287.7804,384.53018
5588,0,0,1287.7957,384.57367
5589,0,0,1287.6763,384.6478
5590,0,0,1287.6803,384.62805
5591,0,0,1287.6183,384.63568
5592,0,0,1287.5872,384.55515
5593,0,0,1287.6974,384.44012
5594,0,0,1287.5725,384.41626
5595,0,0,1287.5442,384.29333
5596,0,0,1287.7589,384.2548
5597,0,0,1287.5912,384.2764
5598,0,0,1287.464,384.3167
5599,0,0,1287.5566,384.2362
5600,0,0,1287.5472,384.28143
5601,0,0,1287.6324,384.33408
5602,0,0,1287.9325,384.26517
5603,0,0,1288.0376,384.29883
5604,0,0,1288.1575,384.27417
5605,0,0,1288.4528,384.232
5606,0,0,1288.6547,384.23694
5607,0,0,1288.8954,384.27673
5608,0,0,1289.1896,384.28986
5609,0,0,1289.4082,384.299
5610,0,0,1289.7861,384.26532
5611,0,0,1289.872,384.3529
5612,0,0,1290.0752,384.37003
5613,0,0,1290.3002,384.32364
5614,0,0,1290.4161,384.28232
5615,0,0,1290.4755,384.26227
5616,0,0,1290.6208,384.20087
5617,0,0,1290.743,384.16122
5618,0,0,1290.8687,384.0555
5619,0,0,1290.8228,383.91122
5620,0,0,1290.9093,383.98886
5621,0,0,1290.8483,384.0036
5622,0,0,1290.78,384.00336
5623,0,0,1290.7996,383.89685
5624,0,0,1290.6808,384.03104
5625,0,0,1290.5474,384.071
5626,0,0,1290.3988,384.14383
5627,0,0,1290.2078,384.17142
5628,0,0,1290.0309,384.2234
5629,0,0,1289.9928,384.24475
5630,0,0,1289.833,384.35635
5631,0,0,1289.7549,384.40417
5632,0,0,1289.7047,384.45917
5633,0,0,1289.5437,384.55676
5634,0,0,1289.5825,384.60153
5635,0,0,1289.3113,384.77887
5636,0,0,1289.3815,384.82294
5637,0,0,1289.2743,384.87173
5638,0,0,1289.2631,384.86832
5639,0,0,1289.306,384.83514
5640,0,0,1289.4724,384.72565
5641,0,0,1289.4304,384.7292
5642,0,0,1289.5535,384.64886
5643,0,0,1289.6985,384.59723
5644,0,0,1289.9578,384.5366
5645,0,0,1290.0204,384.53564
5646,0,0,1290.1177,384.50116
5647,0,0,1290.2732,384.44263
5648,0,0,1290.341,384.35086
5649,0,0,1290.4037,384.23886
5650,0,0,1290.2563,384.2956
5651,0,0,1290.196,384.37402
5652,0,0,1290.2134,384.40616
5653,0,0,1290.1943,384.43912
5654,0,0,1290.1636,384.44928
5655,0,0,1290.069,384.45038
5656,0,0,1289.9929,384.40063
5657,0,0,1289.8607,384.3917
5658,0,0,1289.7977,384.43835
5659,0,0,1289.6179,384.40775
5660,0,0,1289.6095,384.31216
5661,0,0,1289.7186,384.2742
5662,0,0,1289.5653,384.26535
5663,0,0,1289.5692,384.2544
5664,0,0,1289.5576,384.11368
5665,0,0,1289.4742,384.057
5666,0,0,1289.5052,383.93515
5667,0,0,1289.3961,383.82364
5668,0,0,1289.4238,383.69843
5669,0,0,1289.3649,383.59818
5670,0,0,1289.4503,383.57013
5671,0,0,1289.4364,383.6073
5672,0,0,1289.3656,383.65942
5673,0,0,1289.4846,383.61304
5674,0,0,1289.6871,383.62427
5675,0,0,1289.7167,383.70374
5676,0,0,1289.9631,383.69025
5677,0,0,1289.9729,383.74658
5678,0,0,1290.027,383.7553
5679,0,0,1290.1107,383.79868
5680,0,0,1290.2671,383.7999
5681,0,0,1290.4044,383.82056
5682,0,0,1290.757,383.66104
5683,0,0,1290.8142,383.64804
5684,0,0,1290.8914,383.63516
5685,0,0,1291.0566,383.58112
5686,0,0,1290.7443,383.73624
5687,0,0,1290.8572,383.57895
5688,0,0,1290.8715,383.5448
5689,0,0,1290.9045,383.4879
5690,0,0,1290.8776,383.43698
5691,0,0,1290.9764,383.2633
5692,0,0,1290.6654,383.16556
5693,0,0,1290.8132,383.1692
5694,0,0,1290.7777,383.21985
5695,0,0,1290.8922,383.18857
5696,0,0,1291.0889,383.14407
5697,0,0,1291.0696,383.1831
5698,0,0,1291.2804,383.12903
5699,0,0,1291.2444,383.18127
5700,0,0,1291.472,383.0848
5701,0,0,1291.236,383.0715
5702,0,0,1291.2614,383.08948
5703,0,0,1291.5564,383.171
5704,0,0,1291.6433,383.05408
5705,0,0,1291.8204,383.25867
5706,0,0,1291.5148,383.03558
5707,0,0,1291.5243,382.98196
5708,0,0,1291.438,382.94034
5709,0,0,1291.4159,382.7546
5710,0,0,1291.2827,382.61417
5711,0,0,1291.1749,382.4235
5712,0,0,1290.9381,382.23853
5713,0,0,1291.0447,382.14362
5714,0,0,1290.6808,381.85992
5715,0,0,1290.5889,381.6779
5716,0,0,1290.6648,381.6148
5717,0,0,1290.5327,381.51773
5718,0,0,1290.5466,381.30264
5719,0,0,1290.5612,381.38034
5720,0,0,1290.3754,380.95657
5721,0,0,1290.3484,380.62027
5722,0,0,1290.717,380.187
5723,0,0,1290.4402,379.99902
5724,0,0,1289.8123,380.05267
5725,0,0,1290.1665,379.84875
5726,0,0,1290.0283,379.8628
5727,0,0,1290.4237,379.86246
5728,0,0,1290.4602,379.98575
5729,0,0,1290.1741,380.0853
5730,0,0,1290.2623,380.48636
5731,0,0,1290.3275,380.4792
5732,0,0,1290.6643,380.585
5733,0,0,1290.7219,380.6955
5734,0,0,1290.5566,380.75424
5735,0,0,1290.5769,380.73212
5736,0,0,1290.5168,380.6727
5737,0,0,1290.5444,380.619
