frame,oid,x,y,z
0,0,1.2555555555555555,-0.08888888888888889,3.4555555555555557
1,0,1.2871274553867544,-0.1760163442756433,3.446205877946579
2,0,1.4305640934625954,-0.2083418712403731,3.336102573204071
3,0,1.4432432046632606,-0.3321320935521494,3.2567567953367393
4,0,1.545945399159839,-0.3237231769376169,3.2318323786179386
5,0,1.6686240183302488,-0.42417957388580424,3.0869315372253068
6,0,1.7877416239058164,-0.5321860683502606,3.0789250427608503
7,0,1.906152586113803,-0.5839303638915805,2.9494029694417527
8,0,1.9282565666318405,-0.6615898999651736,2.9161878778126042
9,0,2.0106134386900822,-0.5236774723513763,2.844942116865474
10,0,2.0267909819024226,-0.41861104025014706,2.7398756847642445
11,0,2.115679979607415,-0.340833153656266,2.6509866870592522
12,0,2.109718058296299,-0.2245728527451597,2.523615275037035
13,0,2.2588310253721504,-0.16434877455819702,2.4411689746278498
14,0,2.380948884879871,-0.06445313727269847,2.4855090563577926
15,0,2.510396527548284,-0.02389438349317495,2.6482900323595384
16,0,2.435817675511229,0.08401780187721321,2.7784244399521487
17,0,2.3909443143098907,0.1622244964118848,2.8899644678201537
18,0,2.2548441726073536,0.22054686033664395,2.881620165078246
19,0,2.1087344258333207,0.24443438488845454,2.949952134074501
20,0,2.020812811936347,0.39902266545209486,2.971207081304808
21,0,1.9115166381748352,0.46387439476916215,3.002725477288542
22,0,1.8782816527225064,0.4859982691103799,2.947268269613991
23,0,1.787684101657786,0.5321513757306557,2.9566707185492707
24,0,1.7644127501245264,0.5443116161528043,2.8222882559049
25,0,1.7214388806811682,0.6761743744850512,2.7237588309059864
26,0,1.6240771201202837,0.5454792805908335,2.5708415147895463
27,0,1.5134507209157892,0.45707510360856124,2.5157706711406074
28,0,1.3882184343790351,0.2985094837384738,2.35720505127052
29,0,1.3844810330925126,0.16143874911861789,2.505386897001487
30,0,1.2843480511379888,0.0390835449418719,2.538853212289344
31,0,1.2332818027526895,-0.07864937011009404,2.6454750162301988
32,0,1.2271548396277818,-0.21810966656833505,2.7738242015773285
33,0,1.204933596737701,-0.3514420205695269,2.8404898889118537
34,0,1.0434993446697007,-0.5128762726375271,2.8463685854242984
35,0,0.9149235965529913,-0.5525631318653477,2.963833222429897
36,0,0.7926100282579147,-0.5526544779382019,3.019480124058307
37,0,0.666427118628548,-0.6788373875675686,2.9044083255400515
38,0,0.5964674677539993,-0.5755444033596866,2.8233375635543916
39,0,0.5190919634619539,-0.5315022324009745,2.668184281484568
40,0,0.4330351505677389,-0.5121120861734262,2.571016357479242
41,0,0.3570198468877912,-0.3805412269379229,2.483889942688183
42,0,0.3449811974201871,-0.3573914663592077,2.6070397032668984
43,0,0.22088980567161598,-0.3555222968328588,2.6311310950154696
44,0,0.1651375620593336,-0.23310338655390977,2.686883338627752
45,0,0.07790530067562118,-0.13476001405908622,2.6963378222336867
46,0,-0.05433679207603226,-0.1136290324185439,2.7952465816520067
47,0,-0.20015427121764587,0.021077335611958584,2.796619616349176
48,0,-0.26939588609182735,0.012541172708362285,2.832527897890024
49,0,-0.3032430788389443,0.12416614323325706,2.9108195350815853
50,0,-0.3781055804644562,0.26569531152543563,2.985682036707097
51,0,-0.49666368241827147,0.3509200801459176,3.0264623608831345
52,0,-0.585403988996499,0.4063270533908119,2.8932776098604625
53,0,-0.5032270428833675,0.5218373328372767,2.8666562193028864
54,0,-0.4761024767594966,0.582295232294481,2.7395316531790153
55,0,-0.4316553120190368,0.660075730368274,2.650640043994111
56,0,-0.3263392120422247,0.5880929637247952,2.65643505512841
57,0,-0.25482627031724886,0.5276911331109305,2.5626998911812118
58,0,-0.15490546311630954,0.4277703259099912,2.418334639535828
59,0,-0.058941707481430225,0.4095843480528897,2.4920761729484853
60,0,-0.0178840477158993,0.3240822438429143,2.5664671660473495
61,0,0.04915908817289634,0.3237057746207853,2.6557325241583674
62,0,0.09650152487679386,0.22080778236133225,2.7697416275289317
63,0,0.20947214376904727,0.21894827458018995,2.9160455797545186
64,0,0.3752502108601227,0.18650354082244783,3.0040458690678165
65,0,0.539992751743346,0.15509433327255778,2.8837477726290377
66,0,0.584142183365302,0.03316712387282407,2.861820563229304
67,0,0.707969739154465,0.04267290141699431,2.782437451884585
68,0,0.7535483204801396,0.05264987564687533,2.7257477594477995
69,0,0.8522729336603264,0.05392526246668852,2.7270231462676127
70,0,0.9608717190109697,-0.08800685621728802,2.596202138694747
71,0,1.0603278818249071,-0.20968524125344773,2.574523753658587
72,0,1.0742592525222632,-0.35694994528413704,2.427259049627898
73,0,1.0778506752235153,-0.47165247909650027,2.519739361218039
74,0,1.166904605662757,-0.6051508539801864,2.619904402768392
75,0,1.21815147638043,-0.5761262054847357,2.760040162374954
76,0,1.3355526723459654,-0.5365027872969781,2.7663302472293783
77,0,1.4355473407746402,-0.4476192299794144,2.93299158232472
78,0,1.5079248791745017,-0.41968613602399735,2.960924676280137
79,0,1.5029902939666404,-0.33573183234296966,3.1115456466278313
80,0,1.5697248644786028,-0.28010837294211827,3.05592218722698
81,0,1.5738372200977755,-0.16488490621183444,2.9629209427189185
82,0,1.6773175399025875,-0.016960141962577918,2.926107289580773
83,0,1.7214104783592563,0.11602168538297969,2.848681017790771
84,0,1.8851125930267374,0.13527935560601628,2.773867792012179
85,0,1.9164895305828642,0.14443407093992086,2.642490854456052
86,0,1.9617844367272634,0.26750675486209796,2.6527515038672083
87,0,2.0748753496535874,0.38059766778842213,2.628549479829773
88,0,2.1419353307950724,0.4143243155965739,2.6170450542438433
89,0,2.284824990859655,0.49054730899449006,2.4741553941792604
90,0,2.4503138426774393,0.5338139385900518,2.5285331348859335
91,0,2.5959359261413413,0.623880466498398,2.651932996127613
92,0,2.5823744380259614,0.6325412006052403,2.776605595354104
93,0,2.470688684040072,0.5208554466193509,2.7994024604511045
94,0,2.3511914838786017,0.3791360242356582,2.8633441050570196
95,0,2.310266353714867,0.31598867184970125,2.95982479077631
96,0,2.199337600987819,0.2939488080115419,3.0818646546144692
97,0,2.1173419594430687,0.2675087220223472,3.0554245686252743
98,0,2.090379535798518,0.11832407615557414,2.984017700536279
99,0,1.9681485006228108,0.06275970764653363,2.9395644431383494
100,0,1.9626636744129191,-0.03161400745224682,2.945190728039569
101,0,1.9131967212220486,-0.05885873842089516,2.9401682192931426
102,0,1.7910319790958442,-0.09213459165821078,2.918003477166938
103,0,1.6285543276353738,-0.1435011320075702,2.833303603484245
104,0,1.5432390210038462,-0.15103866086131984,2.8257660746304953
105,0,1.4873560797098182,-0.20692160215534777,2.836549800003134
106,0,1.4621021074884943,-0.25439779659889383,2.7224069388929215
107,0,1.382271199215598,-0.3008953715384568,2.642576030620025
108,0,1.2275287713776226,-0.3667489104875433,2.48783360278205
109,0,1.1851205201927746,-0.45360160611683575,2.641352965078009
110,0,1.0300565499492753,-0.5419989096936683,2.6408613797659526
111,0,1.0063293438227265,-0.6435038935979949,2.7756996970036125
112,0,0.9162181838712469,-0.4978371780909597,2.7991441902884255
113,0,0.8061868717145048,-0.4544725326008842,2.820286613556279
114,0,0.7085759785069347,-0.40130608383775856,2.851230840097182
115,0,0.598071141462215,-0.23524569123748335,2.9839578993641243
116,0,0.595441570424834,-0.21039389797788016,3.064365248179283
117,0,0.5697715475463383,-0.06250165287716228,3.005361891967454
118,0,0.44734879386905035,-0.06230112142209654,2.92738358273461
119,0,0.318142172773918,-0.04420561143807532,2.8537325171950334
120,0,0.21169093739378114,-0.026643264946827384,2.791725726259341
121,0,0.1561485460079636,0.14001023755010125,2.6361833348735235
122,0,0.07282951096467034,0.16777371703783897,2.608419855385786
123,0,0.00016177197233246954,0.31821923380795464,2.5024187830601146
124,0,-0.13321948372889889,0.4627116006202971,2.3801486384699944
125,0,-0.13748570084902492,0.5003111510737565,2.473303744479009
126,0,-0.2967078211342892,0.6373110491367985,2.565859198097607
127,0,-0.3741814885480937,0.6153929372785495,2.6544439766225225
128,0,-0.4821930186647796,0.540714740495197,2.6624555067392084
129,0,-0.4911544254199077,0.42064222262895773,2.7380835801610033
130,0,-0.48081991486227704,0.35319895540881063,2.8388601807144838
131,0,-0.48291321056075814,0.27332788193255175,2.852064587524076
132,0,-0.5835030281957143,0.1282936198531511,2.9859877384923657
133,0,-0.4182922975711117,0.09641622256188181,3.1400873580058573
134,0,-0.2528931329437789,-0.035649608732117616,3.108021526711858
135,0,-0.24080014754262333,-0.13663148302216208,3.029261874644036
136,0,-0.20513829428398875,-0.21673778072524108,2.9047111324965122
137,0,-0.18227734377908042,-0.295154286785705,2.859627959769382
