,Unnamed: 0,Frame,patternID,RX,RY,RZ,RW,X,Y,Z
158,30147,2513,ST03a.vsk,-0.34032882122948804,-0.0215093759346364,-0.9398580271662371,0.019507151474233,-801.842488200399,4434.73255461909,1703.2430090572302
170,30159,2514,ST03a.vsk,-0.341027440316153,-0.0204653089134708,-0.939606438783582,0.0205230669960248,-801.832994138432,4434.700723224651,1703.16829637725
182,30171,2515,ST03a.vsk,-0.34061792853514394,-0.0206613744333057,-0.93979241486074,0.0185135446949667,-801.928151477498,4434.73459567998,1703.2090919055702
194,30183,2516,ST03a.vsk,-0.34047779369348197,-0.0215667253620539,-0.93982201009909,0.0185563383263727,-801.9480239604061,4434.7153728279,1703.23662051488
206,30195,2517,ST03a.vsk,-0.34050073366444394,-0.0209157018742162,-0.939861729952731,0.0167842890627998,-802.02187808771,4434.71843702968,1703.2468099525597
218,30207,2518,ST03a.vsk,-0.339426096288263,-0.0229558582763405,-0.940235987995045,0.0148067757559963,-802.066577159256,4434.8275614781705,1703.2717608322698
230,30219,2519,ST03a.vsk,-0.34065631643272604,-0.0204051794783176,-0.939821674898473,0.0164961242712592,-802.050541666839,4434.72922127085,1703.22866419885
242,30231,2520,ST03a.vsk,-0.340696774837415,-0.0208716302123026,-0.9397867990249158,0.0170544729079216,-802.0458055575959,4434.66227478386,1703.23896086376
254,30243,2521,ST03a.vsk,-0.341056391047523,-0.0183374306976763,-0.9396911531074309,0.018022583962186,-801.9790349827181,4434.56578406151,1703.17265653828
266,30255,2522,ST03a.vsk,-0.341059794513139,-0.0180589638372824,-0.9396938687463671,0.0180976084680948,-802.0283806618049,4434.53955671031,1703.2191781064002
278,30267,2523,ST03a.vsk,-0.340698635687106,-0.0188404485090498,-0.9398270023605,0.0171663267765807,-802.093267405607,4434.560467594821,1703.25109474551
290,30279,2524,ST03a.vsk,-0.34076544695019395,-0.0195717711646648,-0.939751745743177,0.019039756063647,-802.037239573727,4434.4748924717605,1703.2760058863598
302,30291,2525,ST03a.vsk,-0.33948053426617697,-0.0198132968254023,-0.940292263005123,0.0145210280615505,-802.199676355493,4434.63364514177,1703.3481262738699
314,30303,2526,ST03a.vsk,-0.34077465040078103,-0.0190326696050627,-0.939754823401506,0.0192682906749505,-802.0908410534951,4434.43592817425,1703.32886245694
326,30315,2527,ST03a.vsk,-0.340881590205252,-0.0159039976342897,-0.93981003348437,0.017432879294466,-802.113501699238,4434.4476456434,1703.28389476419
338,30327,2528,ST03a.vsk,-0.34204593976669,-0.0143403416990086,-0.939416166323714,0.0172103497562655,-802.117188816132,4434.43476378272,1703.2134662555402
350,30339,2529,ST03a.vsk,-0.349684198042925,-0.00660861476093583,-0.9366056121772299,0.0211474605599336,-801.819723405345,4433.79335583207,1702.9376917817099
362,30351,2530,ST03a.vsk,-0.35344148718192,0.00493718643035572,-0.935193693115302,0.0216216485529577,-801.9949042648219,4434.12982240047,1702.71284072224
374,30363,2531,ST03a.vsk,-0.353071158148867,0.00325699836653532,-0.9353228414275699,0.0223904343172347,-801.9396759767301,4434.0697032362605,1702.7529896964902
386,30375,2532,ST03a.vsk,-0.34169048895207105,-0.025461303604404,-0.939145672969203,0.0245913952772602,-801.9743887472059,4434.18671960048,1703.3973169065698
398,30387,2533,ST03a.vsk,-0.34191891343235403,-0.0177081683536189,-0.939379136092158,0.0185665313278934,-802.1363943122129,4434.441747015229,1703.2545248862803
410,30399,2534,ST03a.vsk,-0.34185471929144606,-0.0177100903818027,-0.9394009059415079,0.0186451471731416,-802.1402033994881,4434.41552237166,1703.23343730944
422,30411,2535,ST03a.vsk,-0.34177667011976504,-0.0169860896400845,-0.9394510124822449,0.0182201994135635,-802.165496519052,4434.44464988378,1703.24604194897
434,30423,2536,ST03a.vsk,-0.34335620848837206,-0.0127362366693806,-0.9389590240604809,0.0173278245426605,-802.1192328751711,4434.390978916379,1703.13290995799
446,30435,2537,ST03a.vsk,-0.35358446897000395,0.00140207443315494,-0.9351838295824091,0.0201807427530416,-801.986082715643,4434.0132790876705,1702.80117837909
458,30447,2538,ST03a.vsk,-0.342308147299401,-0.0272306140986814,-0.9388444893430211,0.0255861442680009,-801.9024045265539,4434.23366948107,1703.3223991652999
470,30459,2539,ST03a.vsk,-0.342807973034747,-0.0195244846235482,-0.938985806620778,0.0201777870124618,-802.009596200322,4434.431433809529,1703.13246784935
482,30471,2540,ST03a.vsk,-0.342853491672912,-0.0197604152892044,-0.9389698723804181,0.0199145172472969,-802.046626323624,4434.46753649245,1703.1699634767401
494,30483,2541,ST03a.vsk,-0.34234563793476397,-0.0200322740538986,-0.9391753011668341,0.0186527708787394,-801.9407692974451,4434.3728093196505,1703.12103392028
506,30495,2542,ST03a.vsk,-0.342674414249571,-0.0203579449823739,-0.939049006468402,0.0186215827875992,-801.884734787171,4434.34956839286,1703.0803095709302
518,30507,2543,ST03a.vsk,-0.34320283239199295,-0.0203269679943417,-0.9388378582063391,0.0195475371544657,-801.889285512646,4434.3427998364,1703.0903131216598
530,30519,2544,ST03a.vsk,-0.34288077334174394,-0.0216314084255099,-0.9389208262373059,0.0198126096199135,-801.8383222866789,4434.35445509753,1703.06496059053
542,30531,2545,ST03a.vsk,-0.34293877194741895,-0.02086239494267,-0.9389277367917891,0.0192993330325682,-801.806260440915,4434.37681640553,1703.01710713648
554,30543,2546,ST03a.vsk,-0.34329821447527503,-0.0214651918987968,-0.9387656367144699,0.0201161825133736,-801.773854457049,4434.3938167016295,1703.0382874295801
566,30555,2547,ST03a.vsk,-0.34353787058063695,-0.0210492885392223,-0.938679846064025,0.0204647385063258,-801.745513581768,4434.46643218336,1702.98004635109
578,30567,2548,ST03a.vsk,-0.343482992677217,-0.022256035146744,-0.938660721469277,0.0209798143897161,-801.653076738154,4434.46200540117,1702.9535872216597
590,30579,2549,ST03a.vsk,-0.34363584364125394,-0.0221838022166445,-0.9385821777420351,0.0220404516558905,-801.6392551587641,4434.49331189487,1702.9543659784101
602,30591,2550,ST03a.vsk,-0.343783426184737,-0.0223970343208753,-0.938520322452626,0.022157009674869,-801.6037115052451,4434.48475834895,1702.94470419043
614,30603,2551,ST03a.vsk,-0.343241432481515,-0.0237184702202365,-0.93868580295175,0.0221746823038922,-801.55888649823,4434.4872394843,1702.9429654924402
626,30615,2552,ST03a.vsk,-0.343552453195991,-0.0247189761114592,-0.938545502814202,0.0222041273247594,-801.5456849151919,4434.55223160419,1702.9361074822698
638,30627,2553,ST03a.vsk,-0.34399193684004403,-0.0244440479033875,-0.9383648702691991,0.0233110736732967,-801.461986723938,4434.49892309945,1702.89818985374
650,30639,2554,ST03a.vsk,-0.344218520203445,-0.0241174315324513,-0.9383119187572199,0.0224210384097904,-801.450135008488,4434.53543840104,1702.88499660307
662,30651,2555,ST03a.vsk,-0.344280125580049,-0.0239686709435861,-0.9382947024838092,0.0223550717870436,-801.392055176494,4434.54441176582,1702.84994224508
674,30663,2556,ST03a.vsk,-0.34377531847933895,-0.0242449677509387,-0.938459161812547,0.0229153562764618,-801.391380238638,4434.544793254179,1702.92094045465
686,30675,2557,ST03a.vsk,-0.34354753451861797,-0.0257012650487472,-0.9384909367938999,0.0234371085413763,-801.328847771865,4434.51970090677,1702.9292462793398
698,30687,2558,ST03a.vsk,-0.342975299578863,-0.0263172428213862,-0.938696466655986,0.0228973818729588,-801.293160621281,4434.52068677394,1702.9319507671398
710,30699,2559,ST03a.vsk,-0.343814707245697,-0.0247275248033688,-0.938410484700115,0.0237856848450606,-801.2627926956419,4434.57461282432,1702.8930566572799
722,30711,2560,ST03a.vsk,-0.344751579276503,-0.0206248762718356,-0.938145086726987,0.0245918546503293,-801.190255781458,4434.671805268739,1702.70489988396
734,30723,2561,ST03a.vsk,-0.344492017095979,-0.0223561597441877,-0.93821044560094,0.0242200752253624,-801.1336810353729,4434.69164124651,1702.71117439126
746,30735,2562,ST03a.vsk,-0.344254719352139,-0.026552914695991,-0.938213478240058,0.0232185308238883,-801.145667172756,4434.59260058608,1702.8511474842
758,30747,2563,ST03a.vsk,-0.34403118828743606,-0.0287431273821179,-0.9381700361389319,0.0255608568890782,-801.0670657273531,4434.53236696502,1702.87057049772
770,30759,2564,ST03a.vsk,-0.34474528117128306,-0.0277654405251675,-0.93793112379209,0.0257871759734069,-801.0307334368871,4434.5192509834005,1702.8462727099302
782,30771,2565,ST03a.vsk,-0.344971025225688,-0.0284446934660073,-0.937831661241703,0.0256450061608726,-800.980689628006,4434.45950035455,1702.83198334519
794,30783,2566,ST03a.vsk,-0.34506027465988004,-0.02855195092709,-0.937745459098413,0.027416179351116,-800.9459936587809,4434.49368340238,1702.8493430449698
806,30795,2567,ST03a.vsk,-0.34476984073542105,-0.0292094482927815,-0.937859659778568,0.0264541794378916,-800.915198275835,4434.4790245547,1702.86052080893
818,30807,2568,ST03a.vsk,-0.34455227917993003,-0.0285172959573339,-0.937964133404723,0.0263396125545749,-800.9179748255231,4434.49831574212,1702.87483395539
830,30819,2569,ST03a.vsk,-0.34484674768284296,-0.0287834703952123,-0.93782827078888,0.0270253021021784,-800.886999714696,4434.510244973951,1702.9031434219
842,30831,2570,ST03a.vsk,-0.343930677626599,-0.0300068106508304,-0.938137697814725,0.0266259317350871,-800.8583660583259,4434.50630962446,1702.8967838234803
854,30843,2571,ST03a.vsk,-0.34457837907103495,-0.0291857818077239,-0.937926877006209,0.0265914310715008,-800.8178904607449,4434.519569423571,1702.90508352139
866,30855,2572,ST03a.vsk,-0.344496461339313,-0.0300545594953727,-0.9379108807453969,0.0272413538140705,-800.785515825175,4434.52514921839,1702.9244376234699
878,30867,2573,ST03a.vsk,-0.34362095409512794,-0.0298927521751959,-0.938263102791817,0.0263327403362714,-800.80950085048,4434.583370158661,1702.94985733568
890,30879,2574,ST03a.vsk,-0.34307079336893104,-0.031535686912229,-0.9384394376889391,0.0252854301575764,-800.795446835822,4434.59113609192,1702.9662663014801
902,30891,2575,ST03a.vsk,-0.34341981374570696,-0.0318514743538822,-0.9382808269097391,0.0260270044746697,-800.735312073236,4434.54435455669,1702.95798685711
914,30903,2576,ST03a.vsk,-0.34317118325505597,-0.0315525135631849,-0.938368583414519,0.0265024438835037,-800.734642899606,4434.59543925061,1702.96978568142
926,30915,2577,ST03a.vsk,-0.34361912218056107,-0.0307399573299666,-0.9382032266188259,0.0274892607619101,-800.6898065220411,4434.5355485194705,1702.98329617879
938,30927,2578,ST03a.vsk,-0.34292477980765096,-0.0314151073068443,-0.9384415140484791,0.0272618990015809,-800.7336183065801,4434.5708526895005,1703.00527503337
950,30939,2579,ST03a.vsk,-0.342828506094829,-0.0315930651459774,-0.938478779606034,0.0269828440428036,-800.740228210641,4434.57663790077,1703.0202371168698
962,30951,2580,ST03a.vsk,-0.34327676825145803,-0.030727087900503998,-0.938321482232303,0.0277435114822059,-800.7048722876331,4434.51151086146,1703.01132298083
974,30963,2581,ST03a.vsk,-0.342882767192474,-0.0299618258603118,-0.938532103142708,0.0262904607048472,-800.791336283152,4434.64622900749,1703.01610557339
986,30975,2582,ST03a.vsk,-0.341673850726674,-0.033205869152078,-0.9388705246664709,0.0260478002135907,-800.83576163943,4434.70465374573,1703.07700593919
998,30987,2583,ST03a.vsk,-0.342716506001389,-0.0310678732468163,-0.938570370807883,0.0258039300819266,-800.814676213956,4434.66922447955,1703.0753771226998
1010,30999,2584,ST03a.vsk,-0.34180378574919296,-0.0322848824139859,-0.9388714520378159,0.0254608515850804,-800.8596200888941,4434.76682134566,1703.09110325927
1022,31011,2585,ST03a.vsk,-0.341860389058772,-0.0332431301493062,-0.938819800875822,0.0253722323405706,-800.942511421969,4434.88847479937,1703.1056434007598
1034,31023,2586,ST03a.vsk,-0.340938355494039,-0.0341785872278929,-0.939152133058,0.0242101817575821,-800.9051401970261,4434.8125921212895,1703.1254508135098
1046,31035,2587,ST03a.vsk,-0.34136407832038296,-0.0351048658010077,-0.9389522076556109,0.024636683385206,-800.97367028368,4434.92542851329,1703.10322253434
1058,31047,2588,ST03a.vsk,-0.34095973217131,-0.0343069333691714,-0.9391202684714991,0.0249522886022906,-800.953385349171,4434.79259208623,1703.16333042724
1070,31059,2589,ST03a.vsk,-0.34113459625853493,-0.0337096386047641,-0.9390863469241899,0.0246511768733531,-800.979420290879,4434.79964625715,1703.1784310470498
1082,31071,2590,ST03a.vsk,-0.34123512468776,-0.031898988580877,-0.939127296378547,0.0241032239247599,-800.9952104984509,4434.79697977427,1703.1484299187698
1094,31083,2591,ST03a.vsk,-0.34389536049916497,-0.0209070620676949,-0.93852091127487,0.0218489103306165,-801.0856376201401,4434.79083912633,1703.00163813958
1106,31095,2592,ST03a.vsk,-0.354461795514267,0.00540035697412255,-0.9349291701096409,0.0153335756903418,-801.352491162917,4434.79194974024,1702.50806917444
1118,31107,2593,ST03a.vsk,-0.356249315039044,0.0049969278044204105,-0.934186616500179,0.0188897273319917,-801.27910321539,4434.67928869627,1702.6206610594102
1130,31119,2594,ST03a.vsk,-0.31581334591995897,-0.102466875070031,-0.9408071532075151,0.0681496186768022,-799.3099463905639,4435.14277474755,1703.64026171965
1142,31131,2595,ST03a.vsk,-0.34208786941423996,-0.0288296317505662,-0.9388999419312439,0.0247313763114721,-801.019415873887,4434.77909293435,1703.22559807591
1154,31143,2596,ST03a.vsk,-0.32051572426638897,-0.0929691145386424,-0.940453845503158,0.0645985968749654,-799.354448326651,4434.8875784416205,1703.5748557000197
1166,31155,2597,ST03a.vsk,-0.32167069278481103,-0.0908432823947401,-0.9404101625583571,0.0624835146582958,-799.38393734264,4434.84957254075,1703.51993230854
1178,31167,2598,ST03a.vsk,-0.317980359568312,-0.1005951872692,-0.939993560552497,0.07198059007066701,-799.333435663413,4434.98119887916,1703.55517510906
1190,31179,2599,ST03a.vsk,-0.345123663690515,-0.027197646033865003,-0.937791894837521,0.0263876256625196,-801.078585142487,4434.7562491181,1703.05416409184
1202,31191,2600,ST03a.vsk,-0.321926546483565,-0.09508936635024101,-0.9394815353500708,0.0685255850945364,-799.3135280412081,4434.82314696045,1703.41495490813
1214,31203,2601,ST03a.vsk,-0.32464977987201,-0.09149247370794698,-0.93912424451122,0.0654010783939036,-799.3840370128701,4434.818866435539,1703.3474723559698
1226,31215,2602,ST03a.vsk,-0.320537451833854,-0.0975800891199476,-0.939604750359616,0.0698339550709225,-799.365666355563,4434.94407252207,1703.36186424337
1238,31227,2603,ST03a.vsk,-0.346603648689417,-0.0278442148438358,-0.9372259329927991,0.0264227352991911,-801.025011945276,4434.668000102771,1702.94118609121
1250,31239,2604,ST03a.vsk,-0.31971098660368497,-0.0974742410530016,-0.9398099582206251,0.0709992944006233,-799.2150707467771,4434.93475395171,1703.20535084727
1262,31251,2605,ST03a.vsk,-0.34430190331434996,-0.0297913085648072,-0.9379571995138242,0.0283719789281017,-800.950507042311,4434.546474670589,1702.90247195204
1274,31263,2606,ST03a.vsk,-0.346814443315892,-0.0279366336939301,-0.9370864640558458,0.0284296550920178,-800.9020990867481,4434.6029144935,1702.9055031627697
1286,31275,2607,ST03a.vsk,-0.319043858621111,-0.10280467236242,-0.93924304571591,0.073923722112114,-799.1274265105451,4434.94418203578,1703.34279506182
1298,31287,2608,ST03a.vsk,-0.346853025634123,-0.0269877259939578,-0.9371088900876899,0.0281348426821093,-800.925047005087,4434.66519673563,1702.90342751809
1310,31299,2609,ST03a.vsk,-0.320560820868782,-0.0980063019761842,-0.939400784135424,0.0718449139649797,-799.210264109543,4434.89870663351,1703.3081799471802
1322,31311,2610,ST03a.vsk,-0.34641395346208503,-0.0280474672563185,-0.937286894768274,0.0265327971183007,-800.91535930148,4434.62891051791,1702.91660675839
1334,31323,2611,ST03a.vsk,-0.324175123555362,-0.09394261643363001,-0.9389306710072841,0.0670408019588117,-799.117829554029,4434.78236796782,1703.2827933053197
1346,31335,2612,ST03a.vsk,-0.323854370210383,-0.09485877297172801,-0.9388669091502958,0.0681842136311948,-799.0682248527361,4434.72768688329,1703.2774780414802
1358,31347,2613,ST03a.vsk,-0.32500123542092496,-0.0941227457390339,-0.938616270864675,0.0671907864034142,-799.084713572742,4434.718456802199,1703.2340014575698
1370,31359,2614,ST03a.vsk,-0.31919053265054403,-0.0982261927921486,-0.939945412182443,0.0705098647920934,-799.255589023678,4434.91613070368,1703.2550585381302
1382,31371,2615,ST03a.vsk,-0.35725198095662697,-0.0013788370805401,-0.933654732401587,0.0256507616844569,-800.823104312981,4434.31833568314,1702.2044373467002
1394,31383,2616,ST03a.vsk,-0.35066028675544997,0.0184580423525459,-0.9362727310881992,0.009488782100105,-801.551189121163,4434.93137900351,1702.0081654901999
1406,31395,2617,ST03a.vsk,0.348537169682609,-0.0134107928944701,0.937179812579894,0.0059992396428535395,-802.256752335453,4434.710114574021,1702.60764356911
1418,31407,2618,ST03a.vsk,-0.35176108833425795,0.0190804749932716,-0.935866261550177,0.0073764964600140405,-801.539372087874,4435.06242128391,1702.0134468100302
1430,31419,2619,ST03a.vsk,-0.352052902816879,0.0196712449065759,-0.935742659464774,0.00758096298806228,-801.519669821866,4435.02888231022,1702.00911392897
1442,31431,2620,ST03a.vsk,-0.35194478943244106,0.0197383959900181,-0.935779351697769,0.00789087138400105,-801.557140220229,4434.97626139212,1702.0596139390302
1454,31443,2621,ST03a.vsk,-0.35163131071621395,0.0187124033821454,-0.9359169657761641,0.00804365936620872,-801.520048591483,4435.019592472479,1702.0383500883402
1466,31455,2622,ST03a.vsk,-0.351654589963466,0.0190614161269876,-0.935894072986418,0.00883152997804786,-801.459540916518,4434.997639846711,1702.0116955077697
1478,31467,2623,ST03a.vsk,-0.35144437584274896,0.0186375188164092,-0.9359828673625308,0.00869284675373589,-801.4890096851441,4435.0338898408,1702.0290308085998
1490,31479,2624,ST03a.vsk,-0.350774955107859,0.0171794658958126,-0.936272675825203,0.007434603131855009,-801.49830518239,4435.08977645604,1702.04417981491
1502,31491,2625,ST03a.vsk,-0.35151300508954697,0.0189436611896364,-0.9359437167168709,0.00943949637733957,-801.411366011922,4434.92541008629,1702.0193867754401
1514,31503,2626,ST03a.vsk,-0.35196238370806,0.0205765506335743,-0.93576322714489,0.00680211304998383,-801.530028612426,4434.876838236571,1702.0202972407099
1526,31515,2627,ST03a.vsk,-0.35180747613846003,0.0163961973242211,-0.93587365776044,0.0101568280721537,-801.379775008789,4434.87937943877,1702.03975580429
1538,31527,2628,ST03a.vsk,-0.351857250086525,0.0166417824583274,-0.9358475617756049,0.0104339712868305,-801.319736264321,4434.802310630471,1702.02145966166
1550,31539,2629,ST03a.vsk,-0.35162081180264304,0.0157870651333781,-0.935952778439991,0.0102941639867705,-801.362054141983,4434.85598398148,1702.05056054408
1562,31551,2630,ST03a.vsk,-0.35158686215845103,0.0159852299703756,-0.935963287952337,0.010191878424535,-801.3805040011259,4434.87862312844,1702.07416119431
1574,31563,2631,ST03a.vsk,-0.35155855856940904,0.0158442091743797,-0.935983268550429,0.00953215221729576,-801.3814745166001,4434.88565243053,1702.06466189629
1586,31575,2632,ST03a.vsk,-0.35197304540084706,0.0161995648829838,-0.9358134025322821,0.0102871302999472,-801.349357662928,4434.82982634685,1702.0392904798
1598,31587,2633,ST03a.vsk,-0.352137963633782,0.0164780313300562,-0.9357478075800401,0.0101670871191636,-801.36320118577,4434.86895880911,1702.0395402329502
1610,31599,2634,ST03a.vsk,-0.352093465452521,0.0158842499561588,-0.9357814962343979,0.0095327590064759,-801.365045918656,4434.8918282681,1702.04549681501
1622,31611,2635,ST03a.vsk,-0.352297514845193,0.0163676713577494,-0.935686700552696,0.0104383321002211,-801.304229344792,4434.829547441071,1701.98853140535
1634,31623,2636,ST03a.vsk,-0.350268478518436,0.0207418405780962,-0.936383476204802,0.00823131195029843,-801.291169636687,4434.788956377561,1702.01198368727
1646,31635,2637,ST03a.vsk,-0.350951453401761,0.0219496698651364,-0.93608791693215,0.00952371364707805,-801.277324180795,4434.77218958651,1701.95288751629
1658,31647,2638,ST03a.vsk,-0.35105995710219107,0.0212149023054148,-0.936074033346256,0.008499325529224909,-801.300263658776,4434.81064037478,1701.9608113211402
1670,31659,2639,ST03a.vsk,-0.352014464005524,0.0213275328047457,-0.935698209438333,0.00999071214993377,-801.301687702798,4434.80876203587,1701.95115543539
1682,31671,2640,ST03a.vsk,-0.35164796301062895,0.0200247186838665,-0.935873001225456,0.009189468394057659,-801.326656431203,4434.82706236745,1702.0118929670903
1694,31683,2641,ST03a.vsk,-0.35194788077635,0.0194201935566704,-0.935767709191198,0.00971286437234405,-801.302294694155,4434.811527183901,1702.00627414574
1706,31695,2642,ST03a.vsk,-0.351345936465588,0.0172409502737101,-0.9360533393525229,0.00793274541179575,-801.335541473099,4434.84791871295,1702.0659930182699
1718,31707,2643,ST03a.vsk,-0.351487708343447,0.0183675556179869,-0.9359632584834509,0.009581364888835429,-801.316231408741,4434.80755058016,1702.0783748231302
1730,31719,2644,ST03a.vsk,-0.35165633800329,0.017756204503116,-0.9359117825981759,0.0095745672311025,-801.326648357336,4434.897284316529,1702.0847355045598
1742,31731,2645,ST03a.vsk,-0.351867062155625,0.0173459480829397,-0.9358328190058092,0.010277330719305,-801.2939345531689,4434.916319082679,1702.0316331454599
1754,31743,2646,ST03a.vsk,-0.35196888978934104,0.0159240635392128,-0.935821443041818,0.0101267746093157,-801.2429467148891,4434.7853738901795,1702.05021381445
1766,31755,2647,ST03a.vsk,-0.352238599944431,0.0155949136016536,-0.935723460876586,0.0103136872208079,-801.240697435974,4434.78610718493,1701.99120882749
1778,31767,2648,ST03a.vsk,-0.35256235335202396,0.0141020086588895,-0.9356468336684631,0.008119297805058791,-801.3228406233411,4434.9609760925505,1701.96330042181
1790,31779,2649,ST03a.vsk,-0.352847312635987,0.0157182142548165,-0.935509035216169,0.00863462420226193,-801.341676003415,4435.00377533795,1701.9248139727301
1802,31791,2650,ST03a.vsk,-0.35371423408698105,0.0146737465780938,-0.935196115643064,0.008896462878430291,-801.324522384518,4435.031441896311,1701.86088008227
1814,31803,2651,ST03a.vsk,-0.35388404410728,0.0155250462856219,-0.935114823074021,0.009237095395682491,-801.356064784879,4435.07094666312,1701.84461451466
1826,31815,2652,ST03a.vsk,-0.35396799069743,0.0157336718990094,-0.935067445190757,0.0103916348390913,-801.302439243262,4435.01658883745,1701.83631570203
1838,31827,2653,ST03a.vsk,-0.354551641920885,0.0175471764275734,-0.93479716587253,0.0118105244299245,-801.228093462089,4434.86945986264,1701.84335631154
1850,31839,2654,ST03a.vsk,-0.35395727718842296,0.016701738633301,-0.9350413217458191,0.0115336238803949,-801.212870200502,4434.83753244701,1701.90782773005
1862,31851,2655,ST03a.vsk,-0.35373003478431003,0.0158183078601496,-0.93514887117071,0.0110196359322047,-801.2191131212669,4434.8274356252705,1701.9790308953602
1874,31863,2656,ST03a.vsk,-0.35351827906152,0.0144301281331175,-0.935261656263205,0.0101109888364043,-801.237035683363,4434.84415093034,1702.0166180515698
1886,31875,2657,ST03a.vsk,-0.352809125285336,0.0119481129562997,-0.9355544231488458,0.0109947732496163,-801.137801774228,4434.6878384847705,1702.06419494613
1898,31887,2658,ST03a.vsk,-0.35268228820487,0.0116957931199686,-0.9356119803641979,0.0104227735682472,-801.138203833272,4434.71127274159,1702.05093902405
1910,31899,2659,ST03a.vsk,-0.352549730103219,0.0126862899424682,-0.935644542667163,0.010818300642873003,-801.095881083886,4434.67483776432,1702.0186170884801
1922,31911,2660,ST03a.vsk,-0.352560726059291,0.0128530595566307,-0.9356482857475641,0.009900438284487691,-801.1062629548641,4434.70369109005,1701.9894425460598
1934,31923,2661,ST03a.vsk,-0.35292621822305703,0.0128305948511185,-0.9355046246373799,0.010466977052243,-801.092142551231,4434.682364406141,1701.9598679320902
1946,31935,2662,ST03a.vsk,-0.353260249953316,0.0132977596193,-0.935370387898541,0.0106114482782133,-801.073237559417,4434.69389822428,1701.9180020968201
1958,31947,2663,ST03a.vsk,-0.35413059532827706,0.0161452168532563,-0.9350015442215571,0.0101472029892368,-801.1647020089059,4434.79943373702,1701.8950161984803
1970,31959,2664,ST03a.vsk,-0.35410705496109096,0.0161803012561223,-0.934998790545886,0.011119944054482,-801.150949566283,4434.77179008045,1701.8856585290698
1982,31971,2665,ST03a.vsk,-0.35334177798754796,0.0138143451324371,-0.9353321593727951,0.0106067638884579,-801.111425126768,4434.72036938327,1701.96544948898
1994,31983,2666,ST03a.vsk,-0.35333764038230897,0.0153202278923766,-0.935312393218767,0.0104177539695492,-801.1614242789391,4434.78849342428,1701.9845598069
2006,31995,2667,ST03a.vsk,-0.35263875131556505,0.0120208081697517,-0.935613168630808,0.0113758483712373,-801.0936459324801,4434.69852803829,1702.0361211159698
2018,32007,2668,ST03a.vsk,-0.35203824343646295,0.0129369396068723,-0.935831516024465,0.011003834201314,-801.11493788495,4434.72101807115,1702.07994835931
2030,32019,2669,ST03a.vsk,-0.350753098269572,0.013133518021857,-0.9363034928292109,0.0116423397341638,-801.154824648573,4434.71718487049,1702.08633288279
2042,32031,2670,ST03a.vsk,-0.34996615910793794,0.0112333318505766,-0.936627416858985,0.0112508543158842,-801.179537508806,4434.71981076596,1702.1311993720901
2054,32043,2671,ST03a.vsk,-0.34967348620222705,0.011713207117522,-0.936727195404913,0.0115505504219475,-801.163355821648,4434.72660109215,1702.1301997251
2066,32055,2672,ST03a.vsk,-0.34946291948494396,0.012525183058770002,-0.93679108019518,0.0118852749716954,-801.191119845172,4434.75447549009,1702.12822157852
2078,32067,2673,ST03a.vsk,-0.349512705279743,0.011568042086461,-0.9367766506320259,0.0125122372485563,-801.182595135076,4434.7540216671205,1702.09396824396
